Operating Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km),Yearly range (km),Vehicle_Year
2030,LNG_S1_2026,5,Use,LNG,D4,99871.32,102000,2026
2030,LNG_S1_2026,35,Use,LNG,D4,101484.12,102000,2026
2030,LNG_S1_2026,47,Use,LNG,D4,70987.27,102000,2026
2030,LNG_S1_2026,40,Sell,LNG,D4,50233.0,102000,2026
2030,LNG_S1_2026,40,Use,LNG,D4,9182.0,102000,2026
2030,LNG_S1_2026,35,Sell,LNG,D4,7487.69,102000,2026
2030,LNG_S1_2026,49,Sell,LNG,D4,51754.03,102000,2026
2030,LNG_S1_2026,9,Use,LNG,D4,79239.0,102000,2026
2030,LNG_S1_2026,24,Use,LNG,D4,80495.0,102000,2026
2030,LNG_S1_2026,44,Sell,LNG,D4,59277.47,102000,2026
2030,LNG_S1_2026,27,Use,LNG,D4,47864.0,102000,2026
2030,LNG_S1_2026,46,Sell,LNG,D4,43471.12,102000,2026
2030,LNG_S1_2027,3,Use,LNG,D4,7371.0,102000,2027
2030,LNG_S1_2027,40,Use,LNG,D4,70436.47,102000,2027
2030,LNG_S1_2027,31,Use,LNG,D4,27212.27,102000,2027
2030,LNG_S1_2027,2,Sell,LNG,D4,9433.0,102000,2027
2030,LNG_S1_2027,22,Sell,LNG,D4,20742.0,102000,2027
2030,LNG_S1_2027,11,Sell,LNG,D4,98239.0,102000,2027
2030,LNG_S1_2027,44,Sell,LNG,D4,40338.9,102000,2027
2030,LNG_S1_2027,8,Sell,LNG,D4,85568.0,102000,2027
2030,LNG_S1_2027,41,Sell,LNG,D4,75178.55,102000,2027
2030,LNG_S1_2027,34,Use,LNG,D4,42968.0,102000,2027
2030,LNG_S1_2027,2,Sell,LNG,D4,67613.16,102000,2027
2030,LNG_S1_2027,42,Sell,LNG,D4,19881.0,102000,2027
2030,LNG_S1_2027,11,Use,LNG,D4,56462.0,102000,2027
2030,LNG_S1_2027,35,Sell,LNG,D4,89060.0,102000,2027
2030,LNG_S1_2027,27,Sell,LNG,D4,24718.0,102000,2027
2030,LNG_S1_2027,11,Use,LNG,D4,101665.0,102000,2027
2030,LNG_S1_2028,26,Sell,LNG,D4,69016.68,102000,2028
2030,LNG_S1_2028,25,Use,LNG,D4,97041.05,102000,2028
2030,LNG_S1_2028,23,Use,LNG,D4,71000.0,102000,2028
2030,LNG_S1_2028,47,Use,LNG,D4,24748.0,102000,2028
2030,LNG_S1_2028,12,Use,LNG,D4,41797.0,102000,2028
2030,LNG_S1_2028,26,Use,LNG,D4,73494.85,102000,2028
2030,LNG_S1_2028,29,Use,LNG,D4,4936.66,102000,2028
2030,LNG_S1_2028,34,Sell,LNG,D4,41233.0,102000,2028
2030,LNG_S1_2028,13,Sell,LNG,D4,30108.81,102000,2028
2030,LNG_S1_2028,37,Use,LNG,D4,62751.43,102000,2028
2030,LNG_S1_2028,50,Sell,LNG,D4,46406.86,102000,2028
2030,LNG_S1_2028,48,Use,LNG,D4,43416.85,102000,2028
2030,LNG_S1_2028,34,Sell,LNG,D4,63928.58,102000,2028
2030,LNG_S1_2028,21,Sell,LNG,D4,85718.0,102000,2028
2030,LNG_S1_2028,24,Sell,LNG,D4,26747.0,102000,2028
2030,LNG_S1_2028,35,Use,LNG,D4,41205.0,102000,2028
2030,LNG_S1_2029,7,Use,LNG,D4,17515.0,102000,2029
2030,LNG_S1_2029,30,Use,LNG,D4,41733.0,102000,2029
2030,LNG_S1_2029,39,Use,LNG,D4,87181.76,102000,2029
2030,LNG_S1_2029,26,Use,LNG,D4,98367.26,102000,2029
2030,LNG_S1_2029,16,Sell,LNG,D4,68590.0,102000,2029
2030,LNG_S1_2029,11,Use,LNG,D4,92701.14,102000,2029
2030,LNG_S1_2029,8,Use,LNG,D4,56848.75,102000,2029
2030,LNG_S1_2029,4,Use,LNG,D4,74540.0,102000,2029
2030,LNG_S1_2029,43,Use,LNG,D4,79911.0,102000,2029
2030,LNG_S1_2029,5,Use,LNG,D4,67668.0,102000,2029
2030,LNG_S1_2029,33,Sell,LNG,D4,15630.98,102000,2029
2030,LNG_S1_2029,30,Use,LNG,D4,31062.25,102000,2029
2030,LNG_S1_2029,37,Use,LNG,D4,69842.0,102000,2029
2030,LNG_S1_2029,5,Use,LNG,D4,3316.31,102000,2029
2030,LNG_S1_2029,42,Sell,LNG,D4,54795.19,102000,2029
2030,LNG_S1_2029,42,Use,LNG,D4,63349.04,102000,2029
2030,LNG_S1_2030,12,Buy,LNG,D4,48019.62,102000,2030
2030,LNG_S1_2030,13,Buy,LNG,D4,59305.0,102000,2030
2030,LNG_S1_2030,7,Buy,LNG,D4,40235.86,102000,2030
2030,LNG_S1_2030,26,Buy,LNG,D4,93721.0,102000,2030
2030,LNG_S1_2030,16,Buy,LNG,D4,86540.8,102000,2030
2030,LNG_S1_2030,33,Buy,LNG,D4,97197.68,102000,2030
2030,LNG_S1_2030,47,Buy,LNG,D4,31752.0,102000,2030
2030,LNG_S1_2030,23,Buy,LNG,D4,41980.0,102000,2030
2030,LNG_S1_2030,1,Buy,LNG,D4,78807.68,102000,2030
2030,LNG_S1_2030,44,Buy,LNG,D4,70055.12,102000,2030
2030,LNG_S1_2030,10,Buy,LNG,D4,71111.13,102000,2030
2030,LNG_S1_2030,19,Buy,LNG,D4,37523.0,102000,2030
2030,LNG_S1_2030,38,Buy,LNG,D4,52127.94,102000,2030
2030,LNG_S1_2030,46,Buy,LNG,D4,38497.0,102000,2030
2030,LNG_S1_2030,4,Buy,LNG,D4,52932.98,102000,2030
2030,LNG_S1_2030,27,Buy,LNG,D4,87666.0,102000,2030
2030,LNG_S1_2023,16,Use,BioLNG,D4,86847.14,102000,2023
2030,LNG_S1_2023,17,Sell,BioLNG,D4,7530.0,102000,2023
2030,LNG_S1_2023,43,Sell,BioLNG,D4,8953.0,102000,2023
2030,LNG_S1_2023,3,Sell,BioLNG,D4,3761.0,102000,2023
2030,LNG_S1_2023,17,Sell,BioLNG,D4,46510.19,102000,2023
2030,LNG_S1_2023,21,Use,BioLNG,D4,67729.4,102000,2023
2030,LNG_S1_2023,38,Use,BioLNG,D4,38458.0,102000,2023
2030,LNG_S1_2023,45,Sell,BioLNG,D4,8959.0,102000,2023
2030,LNG_S1_2023,38,Sell,BioLNG,D4,50015.38,102000,2023
2030,LNG_S1_2023,43,Sell,BioLNG,D4,87392.06,102000,2023
2030,LNG_S1_2023,2,Use,BioLNG,D4,82951.3,102000,2023
2030,LNG_S1_2023,39,Sell,BioLNG,D4,65201.8,102000,2023
2030,LNG_S1_2023,3,Use,BioLNG,D4,45492.0,102000,2023
2030,LNG_S1_2023,15,Use,BioLNG,D4,83985.0,102000,2023
2030,LNG_S1_2023,42,Sell,BioLNG,D4,101292.04,102000,2023
2030,LNG_S1_2023,13,Sell,BioLNG,D4,59328.17,102000,2023
2030,LNG_S1_2024,27,Sell,BioLNG,D4,3491.7,102000,2024
2030,LNG_S1_2024,33,Use,BioLNG,D4,53088.75,102000,2024
2030,LNG_S1_2024,48,Sell,BioLNG,D4,24447.0,102000,2024
2030,LNG_S1_2024,28,Use,BioLNG,D4,35257.0,102000,2024
2030,LNG_S1_2024,7,Use,BioLNG,D4,72072.74,102000,2024
2030,LNG_S1_2024,43,Use,BioLNG,D4,62196.0,102000,2024
2030,LNG_S1_2024,41,Use,BioLNG,D4,96987.77,102000,2024
2030,LNG_S1_2024,30,Sell,BioLNG,D4,3073.07,102000,2024
2030,LNG_S1_2024,40,Use,BioLNG,D4,56801.13,102000,2024
2030,LNG_S1_2024,44,Sell,BioLNG,D4,63346.0,102000,2024
2030,LNG_S1_2024,40,Use,BioLNG,D4,100557.0,102000,2024
2030,LNG_S1_2024,18,Use,BioLNG,D4,4540.35,102000,2024
2030,LNG_S1_2024,47,Sell,BioLNG,D4,33015.0,102000,2024
2030,LNG_S1_2024,41,Use,BioLNG,D4,66323.0,102000,2024
2030,LNG_S1_2024,30,Use,BioLNG,D4,43196.0,102000,2024
2030,LNG_S1_2024,49,Sell,BioLNG,D4,23679.02,102000,2024
2030,LNG_S1_2025,10,Sell,BioLNG,D4,9373.95,102000,2025
2030,LNG_S1_2025,18,Use,BioLNG,D4,5983.0,102000,2025
2030,LNG_S1_2025,11,Use,BioLNG,D4,25862.19,102000,2025
2030,LNG_S1_2025,13,Use,BioLNG,D4,982.0,102000,2025
2030,LNG_S1_2025,48,Use,BioLNG,D4,91135.0,102000,2025
2030,LNG_S1_2025,32,Sell,BioLNG,D4,40377.8,102000,2025
2030,LNG_S1_2025,2,Use,BioLNG,D4,32362.0,102000,2025
2030,LNG_S1_2025,26,Use,BioLNG,D4,100528.0,102000,2025
2030,LNG_S1_2025,25,Use,BioLNG,D4,70274.41,102000,2025
2030,LNG_S1_2025,14,Use,BioLNG,D4,70470.31,102000,2025
2030,LNG_S1_2025,42,Sell,BioLNG,D4,20155.16,102000,2025
2030,LNG_S1_2025,31,Sell,BioLNG,D4,33692.0,102000,2025
2030,LNG_S1_2025,50,Use,BioLNG,D4,69009.32,102000,2025
2030,LNG_S1_2025,45,Use,BioLNG,D4,19256.0,102000,2025
2030,LNG_S1_2025,43,Use,BioLNG,D4,97326.97,102000,2025
2030,LNG_S1_2025,41,Use,BioLNG,D4,67000.0,102000,2025
2030,LNG_S1_2026,45,Use,BioLNG,D4,74996.0,102000,2026
2030,LNG_S1_2026,31,Use,BioLNG,D4,30836.0,102000,2026
2030,LNG_S1_2026,20,Sell,BioLNG,D4,64554.0,102000,2026
2030,LNG_S1_2026,29,Sell,BioLNG,D4,98693.0,102000,2026
2030,LNG_S1_2026,49,Sell,BioLNG,D4,38898.99,102000,2026
2030,LNG_S1_2026,7,Use,BioLNG,D4,13107.0,102000,2026
2030,LNG_S1_2026,45,Use,BioLNG,D4,38041.13,102000,2026
2030,LNG_S1_2026,11,Use,BioLNG,D4,2072.82,102000,2026
2030,LNG_S1_2026,41,Sell,BioLNG,D4,35864.0,102000,2026
2030,LNG_S1_2026,20,Sell,BioLNG,D4,30694.03,102000,2026
2030,LNG_S1_2026,49,Use,BioLNG,D4,67050.2,102000,2026
2030,LNG_S1_2026,7,Use,BioLNG,D4,17074.0,102000,2026
2030,LNG_S1_2026,38,Sell,BioLNG,D4,20166.27,102000,2026
2030,LNG_S1_2026,17,Use,BioLNG,D4,70348.16,102000,2026
2030,LNG_S1_2026,6,Sell,BioLNG,D4,6220.0,102000,2026
2030,LNG_S1_2026,35,Use,BioLNG,D4,92976.0,102000,2026
2030,LNG_S1_2027,13,Sell,BioLNG,D4,18499.0,102000,2027
2030,LNG_S1_2027,30,Sell,BioLNG,D4,44714.27,102000,2027
2030,LNG_S1_2027,21,Use,BioLNG,D4,23162.52,102000,2027
2030,LNG_S1_2027,30,Sell,BioLNG,D4,29327.62,102000,2027
2030,LNG_S1_2027,11,Use,BioLNG,D4,12869.0,102000,2027
2030,LNG_S1_2027,28,Sell,BioLNG,D4,15212.0,102000,2027
2030,LNG_S1_2027,34,Sell,BioLNG,D4,88606.0,102000,2027
2030,LNG_S1_2027,43,Use,BioLNG,D4,9779.69,102000,2027
2030,LNG_S1_2027,11,Sell,BioLNG,D4,12470.0,102000,2027
2030,LNG_S1_2027,30,Sell,BioLNG,D4,44322.0,102000,2027
2030,LNG_S1_2027,11,Use,BioLNG,D4,91788.0,102000,2027
2030,LNG_S1_2027,16,Use,BioLNG,D4,94757.0,102000,2027
2030,LNG_S1_2027,18,Use,BioLNG,D4,42148.3,102000,2027
2030,LNG_S1_2027,30,Use,BioLNG,D4,55585.04,102000,2027
2030,LNG_S1_2027,17,Sell,BioLNG,D4,14040.0,102000,2027
2030,LNG_S1_2027,13,Sell,BioLNG,D4,49464.0,102000,2027
2030,LNG_S1_2028,29,Use,BioLNG,D4,2782.94,102000,2028
2030,LNG_S1_2028,5,Use,BioLNG,D4,2658.1,102000,2028
2030,LNG_S1_2028,7,Sell,BioLNG,D4,86523.89,102000,2028
2030,LNG_S1_2028,46,Use,BioLNG,D4,34770.24,102000,2028
2030,LNG_S1_2028,50,Use,BioLNG,D4,85376.0,102000,2028
2030,LNG_S1_2028,45,Sell,BioLNG,D4,73487.0,102000,2028
2030,LNG_S1_2028,43,Use,BioLNG,D4,48355.62,102000,2028
2030,LNG_S1_2028,31,Use,BioLNG,D4,88271.0,102000,2028
2030,LNG_S1_2028,20,Sell,BioLNG,D4,66008.74,102000,2028
2030,LNG_S1_2028,19,Sell,BioLNG,D4,17220.25,102000,2028
2030,LNG_S1_2028,35,Use,BioLNG,D4,2030.0,102000,2028
2030,LNG_S1_2028,30,Sell,BioLNG,D4,47904.0,102000,2028
2030,LNG_S1_2028,15,Sell,BioLNG,D4,67213.53,102000,2028
2030,LNG_S1_2028,15,Use,BioLNG,D4,27205.76,102000,2028
2030,LNG_S1_2028,45,Sell,BioLNG,D4,14307.0,102000,2028
2030,LNG_S1_2028,3,Sell,BioLNG,D4,8983.0,102000,2028
2030,LNG_S1_2029,2,Use,BioLNG,D4,55825.0,102000,2029
2030,LNG_S1_2029,8,Sell,BioLNG,D4,15266.0,102000,2029
2030,LNG_S1_2029,50,Use,BioLNG,D4,2694.22,102000,2029
2030,LNG_S1_2029,35,Sell,BioLNG,D4,61364.66,102000,2029
2030,LNG_S1_2029,25,Sell,BioLNG,D4,93033.0,102000,2029
2030,LNG_S1_2029,32,Sell,BioLNG,D4,57961.63,102000,2029
2030,LNG_S1_2029,46,Sell,BioLNG,D4,58923.0,102000,2029
2030,LNG_S1_2029,2,Use,BioLNG,D4,88060.0,102000,2029
2030,LNG_S1_2029,37,Sell,BioLNG,D4,55477.0,102000,2029
2030,LNG_S1_2029,6,Sell,BioLNG,D4,33433.92,102000,2029
2030,LNG_S1_2029,37,Sell,BioLNG,D4,89266.0,102000,2029
2030,LNG_S1_2029,10,Use,BioLNG,D4,17701.0,102000,2029
2030,LNG_S1_2029,8,Use,BioLNG,D4,97344.2,102000,2029
2030,LNG_S1_2029,4,Sell,BioLNG,D4,55832.43,102000,2029
2030,LNG_S1_2029,18,Sell,BioLNG,D4,11496.37,102000,2029
2030,LNG_S1_2029,35,Use,BioLNG,D4,48323.0,102000,2029
2030,LNG_S1_2030,43,Buy,BioLNG,D4,19955.59,102000,2030
2030,LNG_S1_2030,25,Buy,BioLNG,D4,42371.19,102000,2030
2030,LNG_S1_2030,48,Buy,BioLNG,D4,73135.0,102000,2030
2030,LNG_S1_2030,31,Buy,BioLNG,D4,2114.28,102000,2030
2030,LNG_S1_2030,37,Buy,BioLNG,D4,11100.01,102000,2030
2030,LNG_S1_2030,41,Buy,BioLNG,D4,41135.19,102000,2030
2030,LNG_S1_2030,32,Buy,BioLNG,D4,59297.17,102000,2030
2030,LNG_S1_2030,10,Buy,BioLNG,D4,57281.0,102000,2030
2030,LNG_S1_2030,44,Buy,BioLNG,D4,47851.95,102000,2030
2030,LNG_S1_2030,17,Buy,BioLNG,D4,51966.0,102000,2030
2030,LNG_S1_2030,19,Buy,BioLNG,D4,59687.0,102000,2030
2030,LNG_S1_2030,23,Buy,BioLNG,D4,29038.0,102000,2030
2030,LNG_S1_2030,10,Buy,BioLNG,D4,40068.0,102000,2030
2030,LNG_S1_2030,30,Buy,BioLNG,D4,9618.0,102000,2030
2030,LNG_S1_2030,4,Buy,BioLNG,D4,66612.0,102000,2030
2030,LNG_S1_2030,5,Buy,BioLNG,D4,19212.0,102000,2030
2030,BEV_S2_2023,30,Use,Electricity,D1,96709.74,106000,2023
2030,BEV_S2_2023,15,Sell,Electricity,D1,104781.23,106000,2023
2030,BEV_S2_2023,20,Sell,Electricity,D1,61235.0,106000,2023
2030,BEV_S2_2023,35,Sell,Electricity,D1,104406.44,106000,2023
2030,BEV_S2_2023,46,Sell,Electricity,D1,11515.0,106000,2023
2030,BEV_S2_2023,34,Use,Electricity,D1,74846.0,106000,2023
2030,BEV_S2_2023,27,Sell,Electricity,D1,40013.0,106000,2023
2030,BEV_S2_2023,5,Sell,Electricity,D1,78519.7,106000,2023
2030,BEV_S2_2023,20,Sell,Electricity,D1,100897.47,106000,2023
2030,BEV_S2_2023,46,Use,Electricity,D1,103565.0,106000,2023
2030,BEV_S2_2023,32,Use,Electricity,D1,102619.13,106000,2023
2030,BEV_S2_2023,31,Sell,Electricity,D1,45101.75,106000,2023
2030,BEV_S2_2023,47,Use,Electricity,D1,82530.13,106000,2023
2030,BEV_S2_2023,35,Use,Electricity,D1,16114.37,106000,2023
2030,BEV_S2_2023,49,Use,Electricity,D1,70896.0,106000,2023
2030,BEV_S2_2023,34,Use,Electricity,D1,68105.78,106000,2023
2030,BEV_S2_2024,4,Use,Electricity,D1,82749.65,106000,2024
2030,BEV_S2_2024,32,Use,Electricity,D1,40574.88,106000,2024
2030,BEV_S2_2024,19,Sell,Electricity,D1,101993.51,106000,2024
2030,BEV_S2_2024,49,Use,Electricity,D1,65003.38,106000,2024
2030,BEV_S2_2024,30,Use,Electricity,D1,88956.0,106000,2024
2030,BEV_S2_2024,34,Use,Electricity,D1,54763.88,106000,2024
2030,BEV_S2_2024,24,Use,Electricity,D1,103816.0,106000,2024
2030,BEV_S2_2024,16,Use,Electricity,D1,51545.0,106000,2024
2030,BEV_S2_2024,30,Sell,Electricity,D1,63064.21,106000,2024
2030,BEV_S2_2024,6,Use,Electricity,D1,37046.15,106000,2024
2030,BEV_S2_2024,6,Use,Electricity,D1,16294.0,106000,2024
2030,BEV_S2_2024,5,Sell,Electricity,D1,92815.35,106000,2024
2030,BEV_S2_2024,14,Sell,Electricity,D1,100555.0,106000,2024
2030,BEV_S2_2024,39,Sell,Electricity,D1,2299.6,106000,2024
2030,BEV_S2_2024,34,Use,Electricity,D1,39423.0,106000,2024
2030,BEV_S2_2024,20,Use,Electricity,D1,64387.0,106000,2024
2030,BEV_S2_2025,31,Use,Electricity,D1,22732.0,106000,2025
2030,BEV_S2_2025,4,Sell,Electricity,D1,93956.0,106000,2025
2030,BEV_S2_2025,30,Sell,Electricity,D1,15291.36,106000,2025
2030,BEV_S2_2025,13,Sell,Electricity,D1,105736.16,106000,2025
2030,BEV_S2_2025,20,Sell,Electricity,D1,49487.04,106000,2025
2030,BEV_S2_2025,16,Sell,Electricity,D1,73764.81,106000,2025
2030,BEV_S2_2025,14,Sell,Electricity,D1,30547.31,106000,2025
2030,BEV_S2_2025,35,Sell,Electricity,D1,4767.34,106000,2025
2030,BEV_S2_2025,21,Sell,Electricity,D1,24970.0,106000,2025
2030,BEV_S2_2025,28,Sell,Electricity,D1,39581.73,106000,2025
2030,BEV_S2_2025,20,Sell,Electricity,D1,30922.0,106000,2025
2030,BEV_S2_2025,31,Use,Electricity,D1,24430.0,106000,2025
2030,BEV_S2_2025,46,Use,Electricity,D1,47842.0,106000,2025
2030,BEV_S2_2025,20,Use,Electricity,D1,32888.45,106000,2025
2030,BEV_S2_2025,31,Use,Electricity,D1,53965.27,106000,2025
2030,BEV_S2_2025,34,Sell,Electricity,D1,78955.0,106000,2025
2030,BEV_S2_2026,22,Sell,Electricity,D2,37122.13,106000,2026
2030,BEV_S2_2026,18,Use,Electricity,D2,92519.01,106000,2026
2030,BEV_S2_2026,4,Sell,Electricity,D2,44398.27,106000,2026
2030,BEV_S2_2026,24,Sell,Electricity,D2,19204.62,106000,2026
2030,BEV_S2_2026,15,Sell,Electricity,D2,49172.34,106000,2026
2030,BEV_S2_2026,35,Sell,Electricity,D2,55730.0,106000,2026
2030,BEV_S2_2026,18,Sell,Electricity,D2,53864.0,106000,2026
2030,BEV_S2_2026,38,Use,Electricity,D2,14324.0,106000,2026
2030,BEV_S2_2026,3,Use,Electricity,D2,102833.88,106000,2026
2030,BEV_S2_2026,23,Use,Electricity,D2,93027.15,106000,2026
2030,BEV_S2_2026,16,Sell,Electricity,D2,65395.0,106000,2026
2030,BEV_S2_2026,7,Sell,Electricity,D2,24735.86,106000,2026
2030,BEV_S2_2026,37,Sell,Electricity,D2,61090.0,106000,2026
2030,BEV_S2_2026,22,Sell,Electricity,D2,91558.37,106000,2026
2030,BEV_S2_2026,12,Use,Electricity,D2,68612.34,106000,2026
2030,BEV_S2_2026,12,Use,Electricity,D2,59596.0,106000,2026
2030,BEV_S2_2027,47,Sell,Electricity,D2,91902.0,106000,2027
2030,BEV_S2_2027,7,Use,Electricity,D2,29722.31,106000,2027
2030,BEV_S2_2027,24,Sell,Electricity,D2,74610.08,106000,2027
2030,BEV_S2_2027,19,Use,Electricity,D2,44023.43,106000,2027
2030,BEV_S2_2027,14,Sell,Electricity,D2,1798.0,106000,2027
2030,BEV_S2_2027,25,Use,Electricity,D2,72947.39,106000,2027
2030,BEV_S2_2027,8,Sell,Electricity,D2,75214.37,106000,2027
2030,BEV_S2_2027,38,Sell,Electricity,D2,18687.6,106000,2027
2030,BEV_S2_2027,35,Sell,Electricity,D2,79111.0,106000,2027
2030,BEV_S2_2027,4,Use,Electricity,D2,85432.0,106000,2027
2030,BEV_S2_2027,19,Use,Electricity,D2,947.68,106000,2027
2030,BEV_S2_2027,24,Sell,Electricity,D2,73079.0,106000,2027
2030,BEV_S2_2027,34,Sell,Electricity,D2,86607.0,106000,2027
2030,BEV_S2_2027,6,Use,Electricity,D2,70520.4,106000,2027
2030,BEV_S2_2027,48,Use,Electricity,D2,78989.35,106000,2027
2030,BEV_S2_2027,31,Use,Electricity,D2,13860.0,106000,2027
2030,BEV_S2_2028,26,Use,Electricity,D2,103720.85,106000,2028
2030,BEV_S2_2028,50,Sell,Electricity,D2,27751.72,106000,2028
2030,BEV_S2_2028,4,Use,Electricity,D2,53993.0,106000,2028
2030,BEV_S2_2028,9,Sell,Electricity,D2,26754.0,106000,2028
2030,BEV_S2_2028,10,Sell,Electricity,D2,80741.0,106000,2028
2030,BEV_S2_2028,25,Sell,Electricity,D2,16769.77,106000,2028
2030,BEV_S2_2028,50,Use,Electricity,D2,53351.94,106000,2028
2030,BEV_S2_2028,45,Use,Electricity,D2,739.0,106000,2028
2030,BEV_S2_2028,31,Use,Electricity,D2,58960.98,106000,2028
2030,BEV_S2_2028,12,Use,Electricity,D2,88488.0,106000,2028
2030,BEV_S2_2028,3,Sell,Electricity,D2,31787.0,106000,2028
2030,BEV_S2_2028,49,Use,Electricity,D2,100943.93,106000,2028
2030,BEV_S2_2028,21,Sell,Electricity,D2,47834.0,106000,2028
2030,BEV_S2_2028,48,Use,Electricity,D2,44744.34,106000,2028
2030,BEV_S2_2028,12,Use,Electricity,D2,94966.2,106000,2028
2030,BEV_S2_2028,33,Sell,Electricity,D2,24932.0,106000,2028
2030,BEV_S2_2029,29,Sell,Electricity,D3,29661.0,106000,2029
2030,BEV_S2_2029,38,Sell,Electricity,D3,103940.21,106000,2029
2030,BEV_S2_2029,44,Sell,Electricity,D3,56244.51,106000,2029
2030,BEV_S2_2029,38,Sell,Electricity,D3,17673.6,106000,2029
2030,BEV_S2_2029,39,Use,Electricity,D3,72329.0,106000,2029
2030,BEV_S2_2029,36,Sell,Electricity,D3,95585.06,106000,2029
2030,BEV_S2_2029,11,Use,Electricity,D3,58571.56,106000,2029
2030,BEV_S2_2029,26,Sell,Electricity,D3,94969.0,106000,2029
2030,BEV_S2_2029,28,Use,Electricity,D3,51565.0,106000,2029
2030,BEV_S2_2029,21,Use,Electricity,D3,61642.0,106000,2029
2030,BEV_S2_2029,14,Sell,Electricity,D3,80361.96,106000,2029
2030,BEV_S2_2029,27,Sell,Electricity,D3,30747.86,106000,2029
2030,BEV_S2_2029,23,Sell,Electricity,D3,85637.48,106000,2029
2030,BEV_S2_2029,4,Use,Electricity,D3,38747.8,106000,2029
2030,BEV_S2_2029,23,Sell,Electricity,D3,1299.0,106000,2029
2030,BEV_S2_2029,30,Use,Electricity,D3,20304.26,106000,2029
2030,BEV_S2_2030,48,Buy,Electricity,D3,15150.08,106000,2030
2030,BEV_S2_2030,38,Buy,Electricity,D3,85078.3,106000,2030
2030,BEV_S2_2030,45,Buy,Electricity,D3,77250.78,106000,2030
2030,BEV_S2_2030,1,Buy,Electricity,D3,23527.25,106000,2030
2030,BEV_S2_2030,39,Buy,Electricity,D3,92477.0,106000,2030
2030,BEV_S2_2030,13,Buy,Electricity,D3,31765.74,106000,2030
2030,BEV_S2_2030,16,Buy,Electricity,D3,74500.0,106000,2030
2030,BEV_S2_2030,11,Buy,Electricity,D3,33760.0,106000,2030
2030,BEV_S2_2030,45,Buy,Electricity,D3,64631.12,106000,2030
2030,BEV_S2_2030,12,Buy,Electricity,D3,73045.17,106000,2030
2030,BEV_S2_2030,38,Buy,Electricity,D3,32101.0,106000,2030
2030,BEV_S2_2030,46,Buy,Electricity,D3,71554.0,106000,2030
2030,BEV_S2_2030,18,Buy,Electricity,D3,99709.52,106000,2030
2030,BEV_S2_2030,8,Buy,Electricity,D3,63639.39,106000,2030
2030,BEV_S2_2030,22,Buy,Electricity,D3,78958.0,106000,2030
2030,BEV_S2_2030,24,Buy,Electricity,D3,7726.19,106000,2030
2030,Diesel_S2_2023,20,Use,B20,D4,65308.0,106000,2023
2030,Diesel_S2_2023,33,Use,B20,D4,72619.0,106000,2023
2030,Diesel_S2_2023,17,Sell,B20,D4,28162.0,106000,2023
2030,Diesel_S2_2023,40,Use,B20,D4,68720.72,106000,2023
2030,Diesel_S2_2023,38,Use,B20,D4,23906.88,106000,2023
2030,Diesel_S2_2023,41,Sell,B20,D4,26418.02,106000,2023
2030,Diesel_S2_2023,36,Sell,B20,D4,68436.31,106000,2023
2030,Diesel_S2_2023,11,Use,B20,D4,59035.87,106000,2023
2030,Diesel_S2_2023,48,Use,B20,D4,68223.0,106000,2023
2030,Diesel_S2_2023,34,Use,B20,D4,74060.28,106000,2023
2030,Diesel_S2_2023,4,Use,B20,D4,46842.0,106000,2023
2030,Diesel_S2_2023,22,Use,B20,D4,22530.0,106000,2023
2030,Diesel_S2_2023,14,Use,B20,D4,29051.0,106000,2023
2030,Diesel_S2_2023,41,Sell,B20,D4,66848.0,106000,2023
2030,Diesel_S2_2023,37,Use,B20,D4,45917.82,106000,2023
2030,Diesel_S2_2023,31,Sell,B20,D4,56308.0,106000,2023
2030,Diesel_S2_2024,44,Sell,B20,D4,64758.0,106000,2024
2030,Diesel_S2_2024,18,Use,B20,D4,681.0,106000,2024
2030,Diesel_S2_2024,42,Use,B20,D4,39823.0,106000,2024
2030,Diesel_S2_2024,29,Sell,B20,D4,13466.0,106000,2024
2030,Diesel_S2_2024,45,Use,B20,D4,4788.71,106000,2024
2030,Diesel_S2_2024,35,Use,B20,D4,62744.0,106000,2024
2030,Diesel_S2_2024,15,Sell,B20,D4,96036.56,106000,2024
2030,Diesel_S2_2024,7,Use,B20,D4,85955.0,106000,2024
2030,Diesel_S2_2024,24,Sell,B20,D4,96561.9,106000,2024
2030,Diesel_S2_2024,26,Sell,B20,D4,19778.0,106000,2024
2030,Diesel_S2_2024,29,Sell,B20,D4,41170.0,106000,2024
2030,Diesel_S2_2024,36,Use,B20,D4,64578.72,106000,2024
2030,Diesel_S2_2024,6,Use,B20,D4,15570.05,106000,2024
2030,Diesel_S2_2024,42,Sell,B20,D4,58044.59,106000,2024
2030,Diesel_S2_2024,1,Sell,B20,D4,1775.0,106000,2024
2030,Diesel_S2_2024,5,Use,B20,D4,86476.41,106000,2024
2030,Diesel_S2_2025,5,Use,B20,D4,17655.0,106000,2025
2030,Diesel_S2_2025,36,Use,B20,D4,43457.0,106000,2025
2030,Diesel_S2_2025,10,Use,B20,D4,90584.92,106000,2025
2030,Diesel_S2_2025,29,Sell,B20,D4,45143.0,106000,2025
2030,Diesel_S2_2025,46,Sell,B20,D4,73613.79,106000,2025
2030,Diesel_S2_2025,3,Use,B20,D4,103916.0,106000,2025
