Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance,Year
BEV_S1_2031,2031,S1,D1,1042251,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,138424.46007968872,0.909831861813985,1.0,D1,2031
BEV_S1_2031,2031,S1,D2,3310718,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,138424.46007968872,0.909831861813985,1.0,D2,2031
BEV_S1_2031,2031,S1,D3,4061449,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,138424.46007968872,0.909831861813985,1.0,D3,2031
Diesel_S1_2031,2031,S1,D4,518651,Diesel_S1_2031,Diesel,2031,107675,102000,D4,HVO,0.108747953984,5383.75,1076.75,0.37102725888,114135.87102725888,0.9194843790701652,1.0,D4,2031
LNG_S2_2031,2031,S2,D1,1240402,LNG_S2_2031,LNG,2031,168480,106000,D4,BioLNG,0.058672804121,8424.0,1684.8,0.160930482,178588.960930482,0.8614787871040207,1.0,D1,2031
LNG_S2_2031,2031,S2,D2,1689196,LNG_S2_2031,LNG,2031,168480,106000,D4,BioLNG,0.058672804121,8424.0,1684.8,0.160930482,178588.960930482,0.8614787871040207,1.0,D2,2031
LNG_S2_2031,2031,S2,D3,943472,LNG_S2_2031,LNG,2031,168480,106000,D4,BioLNG,0.058672804121,8424.0,1684.8,0.160930482,178588.960930482,0.8614787871040207,1.0,D3,2031
Diesel_S2_2031,2031,S2,D4,161977,Diesel_S2_2031,Diesel,2031,131744,106000,D4,HVO,0.109155607648,6587.200000000001,1317.44,0.37241809536,139649.01241809537,0.920099412179043,1.0,D4,2031
LNG_S3_2031,2031,S3,D1,2619164,LNG_S3_2031,LNG,2031,191455,73000,D4,BioLNG,0.058730705288,9572.75,1914.55,0.161089296,202942.461089296,0.8617144652275306,1.0,D1,2031
LNG_S3_2031,2031,S3,D2,2814164,LNG_S3_2031,LNG,2031,191455,73000,D4,BioLNG,0.058730705288,9572.75,1914.55,0.161089296,202942.461089296,0.8617144652275306,1.0,D2,2031
LNG_S3_2031,2031,S3,D3,1234148,LNG_S3_2031,LNG,2031,191455,73000,D4,BioLNG,0.058730705288,9572.75,1914.55,0.161089296,202942.461089296,0.8617144652275306,1.0,D3,2031
Diesel_S3_2031,2031,S3,D4,242813,Diesel_S3_2031,Diesel,2031,149709,73000,D4,HVO,0.109267761168,7485.450000000001,1497.09,0.37280074176,158691.91280074176,0.9200898908470322,1.0,D4,2031
LNG_S4_2031,2031,S4,D1,18747,LNG_S4_2031,LNG,2031,245062,118000,D4,BioLNG,0.058494559352,12253.1,2450.62,0.160441584,259765.880441584,0.8605212161451881,1.0,D1,2031
LNG_S4_2031,2031,S4,D2,941960,LNG_S4_2031,LNG,2031,245062,118000,D4,BioLNG,0.058494559352,12253.1,2450.62,0.160441584,259765.880441584,0.8605212161451881,1.0,D2,2031
LNG_S4_2031,2031,S4,D3,139696,LNG_S4_2031,LNG,2031,245062,118000,D4,BioLNG,0.058494559352,12253.1,2450.62,0.160441584,259765.880441584,0.8605212161451881,1.0,D3,2031
Diesel_S4_2031,2031,S4,D4,2198,Diesel_S4_2031,Diesel,2031,191627,118000,D4,HVO,0.107192921048,9581.35,1916.27,0.36572178336,203124.98572178336,0.9214056680310552,1.0,D4,2031
BEV_S1_2032,2032,S1,D1,1069740,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9231737902447028,1.0,D1,2032
BEV_S1_2032,2032,S1,D2,3430934,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9231737902447028,1.0,D2,2032
BEV_S1_2032,2032,S1,D3,4237026,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9231737902447028,1.0,D3,2032
BEV_S1_2032,2032,S1,D4,542921,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,138424.45527268125,0.9231737902447028,1.0,D4,2032
LNG_S2_2032,2032,S2,D1,1257890,LNG_S2_2032,LNG,2032,173534,106000,D4,BioLNG,0.058672804121,8676.7,1735.34,0.15999094566,183946.1999909457,0.8606776025612122,1.0,D1,2032
LNG_S2_2032,2032,S2,D2,1759215,LNG_S2_2032,LNG,2032,173534,106000,D4,BioLNG,0.058672804121,8676.7,1735.34,0.15999094566,183946.1999909457,0.8606776025612122,1.0,D2,2032
LNG_S2_2032,2032,S2,D3,980430,LNG_S2_2032,LNG,2032,173534,106000,D4,BioLNG,0.058672804121,8676.7,1735.34,0.15999094566,183946.1999909457,0.8606776025612122,1.0,D3,2032
LNG_S2_2032,2032,S2,D4,163126,LNG_S2_2032,LNG,2032,173534,106000,D4,BioLNG,0.058672804121,8676.7,1735.34,0.15999094566,183946.1999909457,0.8606776025612122,1.0,D4,2032
LNG_S3_2032,2032,S3,D1,2708133,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.058730705288,9859.9,1971.98,0.16014883248,209030.0401488325,0.8609171596158314,1.0,D1,2032
LNG_S3_2032,2032,S3,D2,2863674,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.058730705288,9859.9,1971.98,0.16014883248,209030.0401488325,0.8609171596158314,1.0,D2,2032
LNG_S3_2032,2032,S3,D3,1254261,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.058730705288,9859.9,1971.98,0.16014883248,209030.0401488325,0.8609171596158314,1.0,D3,2032
LNG_S3_2032,2032,S3,D4,250479,LNG_S3_2032,LNG,2032,197198,73000,D4,BioLNG,0.058730705288,9859.9,1971.98,0.16014883248,209030.0401488325,0.8609171596158314,1.0,D4,2032
LNG_S4_2032,2032,S4,D1,19298,LNG_S4_2032,LNG,2032,252414,118000,D4,BioLNG,0.058494559352,12620.7,2524.14,0.15950490192,267558.99950490193,0.8597201075538842,1.0,D1,2032
LNG_S4_2032,2032,S4,D2,967461,LNG_S4_2032,LNG,2032,252414,118000,D4,BioLNG,0.058494559352,12620.7,2524.14,0.15950490192,267558.99950490193,0.8597201075538842,1.0,D2,2032
LNG_S4_2032,2032,S4,D3,141391,LNG_S4_2032,LNG,2032,252414,118000,D4,BioLNG,0.058494559352,12620.7,2524.14,0.15950490192,267558.99950490193,0.8597201075538842,1.0,D3,2032
LNG_S4_2032,2032,S4,D4,2230,LNG_S4_2032,LNG,2032,252414,118000,D4,BioLNG,0.058494559352,12620.7,2524.14,0.15950490192,267558.99950490193,0.8597201075538842,1.0,D4,2032
BEV_S1_2033,2033,S1,D1,1070915,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.1106575373819999,138424.45065753738,0.936707088784396,1.0,D1,2033
BEV_S1_2033,2033,S1,D2,3491886,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.1106575373819999,138424.45065753738,0.936707088784396,1.0,D2,2033
BEV_S1_2033,2033,S1,D3,4290083,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.1106575373819999,138424.45065753738,0.936707088784396,1.0,D3,2033
BEV_S1_2033,2033,S1,D4,563313,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.1106575373819999,138424.45065753738,0.936707088784396,1.0,D4,2033
BEV_S2_2033,2033,S2,D1,1283026,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1089277505799999,201343.9289277506,0.8645682414090411,1.0,D1,2033
BEV_S2_2033,2033,S2,D2,1790314,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1089277505799999,201343.9289277506,0.8645682414090411,1.0,D2,2033
BEV_S2_2033,2033,S2,D3,1007259,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1089277505799999,201343.9289277506,0.8645682414090411,1.0,D3,2033
BEV_S2_2033,2033,S2,D4,168141,BEV_S2_2033,BEV,2033,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1089277505799999,201343.9289277506,0.8645682414090411,1.0,D4,2033
BEV_S3_2033,2033,S3,D1,2820991,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1095556283919999,228800.0495556284,0.8649198724241232,1.0,D1,2033
BEV_S3_2033,2033,S3,D2,2974170,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1095556283919999,228800.0495556284,0.8649198724241232,1.0,D2,2033
BEV_S3_2033,2033,S3,D3,1270139,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1095556283919999,228800.0495556284,0.8649198724241232,1.0,D3,2033
BEV_S3_2033,2033,S3,D4,262313,BEV_S3_2033,BEV,2033,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1095556283919999,228800.0495556284,0.8649198724241232,1.0,D4,2033
BEV_S4_2033,2033,S4,D1,19951,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8643175367840349,1.0,D1,2033
BEV_S4_2033,2033,S4,D2,1013174,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8643175367840349,1.0,D2,2033
BEV_S4_2033,2033,S4,D3,146270,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8643175367840349,1.0,D3,2033
BEV_S4_2033,2033,S4,D4,2236,BEV_S4_2033,BEV,2033,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1091645749759999,292864.32916457497,0.8643175367840349,1.0,D4,2033
BEV_S1_2034,2034,S1,D1,1080198,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9504253727014984,1.0,D1,2034
BEV_S1_2034,2034,S1,D2,3606840,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9504253727014984,1.0,D2,2034
BEV_S1_2034,2034,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9504253727014984,1.0,D3,2034
BEV_S1_2034,2034,S1,D4,575445,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799,138424.4462273118,0.9504253727014984,1.0,D4,2034
BEV_S2_2034,2034,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8768656610600838,1.0,D1,2034
BEV_S2_2034,2034,S2,D2,1869435,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8768656610600838,1.0,D2,2034
BEV_S2_2034,2034,S2,D3,1043936,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8768656610600838,1.0,D3,2034
BEV_S2_2034,2034,S2,D4,169472,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.10456677781,201343.9245667778,0.8768656610600838,1.0,D4,2034
BEV_S3_2034,2034,S3,D1,2832153,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8771902771713276,1.0,D1,2034
BEV_S3_2034,2034,S3,D2,3096840,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8771902771713276,1.0,D2,2034
BEV_S3_2034,2034,S3,D3,1320768,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8771902771713276,1.0,D3,2034
BEV_S3_2034,2034,S3,D4,273053,BEV_S3_2034,BEV,2034,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1051695182439999,228800.04516951824,0.8771902771713276,1.0,D4,2034
BEV_S4_2034,2034,S4,D1,20807,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8766343492510124,1.0,D1,2034
BEV_S4_2034,2034,S4,D2,1057133,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8766343492510124,1.0,D2,2034
BEV_S4_2034,2034,S4,D3,146333,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8766343492510124,1.0,D3,2034
BEV_S4_2034,2034,S4,D4,2280,BEV_S4_2034,BEV,2034,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.104794120832,292864.32479412085,0.8766343492510124,1.0,D4,2034
BEV_S1_2035,2035,S1,D1,1106719,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,138424.44197419105,0.964309465420117,1.0,D1,2035
BEV_S1_2035,2035,S1,D2,3746146,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,138424.44197419105,0.964309465420117,1.0,D2,2035
BEV_S1_2035,2035,S1,D3,4476447,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,138424.44197419105,0.964309465420117,1.0,D3,2035
BEV_S1_2035,2035,S1,D4,588196,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,138424.44197419105,0.964309465420117,1.0,D4,2035
BEV_S2_2035,2035,S2,D1,1350533,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8893467066115641,1.0,D1,2035
BEV_S2_2035,2035,S2,D2,1934621,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8893467066115641,1.0,D2,2035
BEV_S2_2035,2035,S2,D3,1053870,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8893467066115641,1.0,D3,2035
BEV_S2_2035,2035,S2,D4,176929,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,201343.9203801414,0.8893467066115641,1.0,D4,2035
BEV_S3_2035,2035,S3,D1,2908543,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.88964261411855,1.0,D1,2035
BEV_S3_2035,2035,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.88964261411855,1.0,D2,2035
BEV_S3_2035,2035,S3,D3,1360337,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.88964261411855,1.0,D3,2035
BEV_S3_2035,2035,S3,D4,274741,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,228800.04095874936,0.88964261411855,1.0,D4,2035
BEV_S4_2035,2035,S4,D1,21666,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1005983820799999,292864.3205983821,0.8891353302773658,1.0,D1,2035
BEV_S4_2035,2035,S4,D2,1107787,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1005983820799999,292864.3205983821,0.8891353302773658,1.0,D2,2035
BEV_S4_2035,2035,S4,D3,147590,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1005983820799999,292864.3205983821,0.8891353302773658,1.0,D3,2035
BEV_S4_2035,2035,S4,D4,2369,BEV_S4_2035,BEV,2035,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.1005983820799999,292864.3205983821,0.8891353302773658,1.0,D4,2035
BEV_S1_2036,2036,S1,D1,1143702,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9783395281175592,1.0,D1,2036
BEV_S1_2036,2036,S1,D2,3821393,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9783395281175592,1.0,D2,2036
BEV_S1_2036,2036,S1,D3,4599217,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9783395281175592,1.0,D3,2036
BEV_S1_2036,2036,S1,D4,602557,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.097891229877,138424.43789122987,0.9783395281175592,1.0,D4,2036
BEV_S2_2036,2036,S2,D1,1388729,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.902012725714189,1.0,D1,2036
BEV_S2_2036,2036,S2,D2,1982301,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.902012725714189,1.0,D2,2036
BEV_S2_2036,2036,S2,D3,1103197,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.902012725714189,1.0,D3,2036
BEV_S2_2036,2036,S2,D4,180140,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09636100463,201343.91636100464,0.902012725714189,1.0,D4,2036
BEV_S3_2036,2036,S3,D1,2983351,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.096916445612,228800.0369164456,0.9022772612086328,1.0,D1,2036
BEV_S3_2036,2036,S3,D2,3269872,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.096916445612,228800.0369164456,0.9022772612086328,1.0,D2,2036
BEV_S3_2036,2036,S3,D3,1377326,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.096916445612,228800.0369164456,0.9022772612086328,1.0,D3,2036
BEV_S3_2036,2036,S3,D4,280914,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.096916445612,228800.0369164456,0.9022772612086328,1.0,D4,2036
BEV_S4_2036,2036,S4,D1,22740,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.0965705071359999,292864.3165705072,0.90182502685139,1.0,D1,2036
BEV_S4_2036,2036,S4,D2,1134238,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.0965705071359999,292864.3165705072,0.90182502685139,1.0,D2,2036
BEV_S4_2036,2036,S4,D3,151090,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.0965705071359999,292864.3165705072,0.90182502685139,1.0,D3,2036
BEV_S4_2036,2036,S4,D4,2412,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.0965705071359999,292864.3165705072,0.90182502685139,1.0,D4,2036
BEV_S1_2037,2037,S1,D1,1196265,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.9924953157392234,1.0,D1,2037
BEV_S1_2037,2037,S1,D2,3953052,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.9924953157392234,1.0,D2,2037
BEV_S1_2037,2037,S1,D3,4663966,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.9924953157392234,1.0,D3,2037
BEV_S1_2037,2037,S1,D4,630092,BEV_S1_2037,BEV,2037,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.093972351123,138424.43397235114,0.9924953157392234,1.0,D4,2037
BEV_S2_2037,2037,S2,D1,1402031,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.914866430262885,1.0,D1,2037
BEV_S2_2037,2037,S2,D2,2079105,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.914866430262885,1.0,D2,2037
BEV_S2_2037,2037,S2,D3,1131832,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.914866430262885,1.0,D3,2037
BEV_S2_2037,2037,S2,D4,186733,BEV_S2_2037,BEV,2037,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.09250338537,201343.91250338536,0.914866430262885,1.0,D4,2037
BEV_S3_2037,2037,S3,D1,3128820,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.093036590388,228800.0330365904,0.9150995889530176,1.0,D1,2037
BEV_S3_2037,2037,S3,D2,3274991,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.093036590388,228800.0330365904,0.9150995889530176,1.0,D2,2037
BEV_S3_2037,2037,S3,D3,1384988,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.093036590388,228800.0330365904,0.9150995889530176,1.0,D3,2037
BEV_S3_2037,2037,S3,D4,292856,BEV_S3_2037,BEV,2037,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.093036590388,228800.0330365904,0.9150995889530176,1.0,D4,2037
BEV_S4_2037,2037,S4,D1,23254,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9146998104767282,1.0,D1,2037
BEV_S4_2037,2037,S4,D2,1146520,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9146998104767282,1.0,D2,2037
BEV_S4_2037,2037,S4,D3,156518,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9146998104767282,1.0,D3,2037
BEV_S4_2037,2037,S4,D4,2414,BEV_S4_2037,BEV,2037,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.092704500864,292864.31270450086,0.9146998104767282,1.0,D4,2037
BEV_S1_2038,2038,S1,D1,1254358,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,138424.43020974135,1.0,1.0,D1,2038
BEV_S1_2038,2038,S1,D2,3994169,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,138424.43020974135,1.0,1.0,D2,2038
BEV_S1_2038,2038,S1,D3,4847871,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,138424.43020974135,1.0,1.0,D3,2038
BEV_S1_2038,2038,S1,D4,642216,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,138424.43020974135,1.0,1.0,D4,2038
BEV_S2_2038,2038,S2,D1,1410693,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,201343.90879959232,0.9278866655270056,1.0,D1,2038
BEV_S2_2038,2038,S2,D2,2151804,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,201343.90879959232,0.9278866655270056,1.0,D2,2038
BEV_S2_2038,2038,S2,D3,1187938,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,201343.90879959232,0.9278866655270056,1.0,D3,2038
BEV_S2_2038,2038,S2,D4,190889,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,201343.90879959232,0.9278866655270056,1.0,D4,2038
BEV_S3_2038,2038,S3,D1,3229278,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.089311448044,228800.02931144804,0.9280877029654778,1.0,D1,2038
BEV_S3_2038,2038,S3,D2,3297618,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.089311448044,228800.02931144804,0.9280877029654778,1.0,D2,2038
BEV_S3_2038,2038,S3,D3,1448550,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.089311448044,228800.02931144804,0.9280877029654778,1.0,D3,2038
BEV_S3_2038,2038,S3,D4,306910,BEV_S3_2038,BEV,2038,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.089311448044,228800.02931144804,0.9280877029654778,1.0,D4,2038
BEV_S4_2038,2038,S4,D1,23437,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232,292864.30899265525,0.927743519057448,1.0,D1,2038
BEV_S4_2038,2038,S4,D2,1148555,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232,292864.30899265525,0.927743519057448,1.0,D2,2038
BEV_S4_2038,2038,S4,D3,161386,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232,292864.30899265525,0.927743519057448,1.0,D3,2038
BEV_S4_2038,2038,S4,D4,2446,BEV_S4_2038,BEV,2038,276287,118000,D4,Electricity,0.0,13814.35,2762.87,0.088992655232,292864.30899265525,0.927743519057448,1.0,D4,2038
