Year,ID,Type,No_Vehicles,Fuel
2030,LNG_S2_2029,Use,5,Unknown
2030,LNG_S2_2030,Use,7,Unknown
2030,LNG_S4_2023,Use,4,Unknown
2030,LNG_S4_2024,Use,56,Unknown
2030,LNG_S4_2025,Use,28,Unknown
2030,LNG_S4_2026,Use,10,Unknown
2030,LNG_S4_2027,Use,7,Unknown
2030,LNG_S4_2029,Use,69,Unknown
2030,LNG_S4_2030,Use,19,Unknown
2030,LNG_S3_2023,Use,24,Unknown
2030,LNG_S3_2024,Use,46,Unknown
2030,LNG_S3_2025,Use,49,Unknown
2030,LNG_S3_2026,Use,23,Unknown
2030,LNG_S3_2027,Use,12,Unknown
2030,LNG_S3_2028,Use,39,Unknown
2030,LNG_S3_2029,Use,69,Unknown
2030,LNG_S3_2030,Use,29,Unknown
2031,BEV_S1_2023,Use,1,Unknown
2031,BEV_S1_2024,Use,39,Unknown
2031,BEV_S1_2025,Use,20,Unknown
2031,BEV_S1_2026,Use,42,Unknown
2031,BEV_S1_2027,Use,9,Unknown
2031,BEV_S1_2028,Use,65,Unknown
2031,BEV_S1_2029,Use,24,Unknown
2031,BEV_S1_2030,Use,48,Unknown
2031,BEV_S1_2031,Use,43,Unknown
2031,BEV_S2_2023,Use,8,Unknown
2031,BEV_S2_2024,Use,48,Unknown
2031,BEV_S2_2025,Use,24,Unknown
2031,BEV_S2_2026,Use,99,Unknown
2031,BEV_S2_2027,Use,16,Unknown
2031,BEV_S2_2028,Use,97,Unknown
2031,BEV_S2_2029,Use,58,Unknown
2031,BEV_S2_2030,Use,72,Unknown
2031,BEV_S2_2031,Use,90,Unknown
2031,BEV_S4_2023,Use,27,Unknown
2031,BEV_S4_2024,Use,28,Unknown
2031,BEV_S4_2026,Use,67,Unknown
2031,BEV_S4_2027,Use,33,Unknown
2031,BEV_S4_2028,Use,19,Unknown
2031,BEV_S4_2029,Use,23,Unknown
2031,BEV_S4_2030,Use,28,Unknown
2031,BEV_S4_2031,Use,8,Unknown
2031,BEV_S3_2023,Use,22,Unknown
2031,BEV_S3_2024,Use,27,Unknown
2031,BEV_S3_2025,Use,42,Unknown
2031,BEV_S3_2026,Use,50,Unknown
2031,BEV_S3_2027,Use,59,Unknown
2031,BEV_S3_2028,Use,27,Unknown
2031,BEV_S3_2029,Use,25,Unknown
2031,BEV_S3_2030,Use,11,Unknown
2031,BEV_S3_2031,Use,35,Unknown
2031,Diesel_S1_2023,Use,53,Unknown
2031,Diesel_S1_2024,Use,42,Unknown
2031,Diesel_S1_2025,Use,30,Unknown
2031,Diesel_S1_2026,Use,53,Unknown
2031,Diesel_S1_2027,Use,6,Unknown
2031,Diesel_S1_2028,Use,46,Unknown
2031,Diesel_S1_2029,Use,13,Unknown
2031,Diesel_S1_2030,Use,29,Unknown
2031,Diesel_S1_2031,Use,51,Unknown
2031,Diesel_S2_2023,Use,12,Unknown
2031,Diesel_S2_2024,Use,28,Unknown
2031,Diesel_S2_2026,Use,27,Unknown
2031,Diesel_S2_2027,Use,12,Unknown
2031,Diesel_S2_2028,Use,14,Unknown
2031,Diesel_S2_2029,Use,16,Unknown
2031,Diesel_S2_2030,Use,8,Unknown
2031,Diesel_S2_2031,Use,37,Unknown
2031,Diesel_S4_2023,Use,13,Unknown
2031,Diesel_S4_2024,Use,76,Unknown
2031,Diesel_S4_2025,Use,20,Unknown
2031,Diesel_S4_2026,Use,4,Unknown
2031,Diesel_S4_2027,Use,22,Unknown
2031,Diesel_S4_2028,Use,27,Unknown
2031,Diesel_S4_2029,Use,11,Unknown
2031,Diesel_S4_2030,Use,2,Unknown
2031,Diesel_S4_2031,Use,45,Unknown
2031,Diesel_S3_2023,Use,68,Unknown
2031,Diesel_S3_2024,Use,14,Unknown
2031,Diesel_S3_2025,Use,15,Unknown
2031,Diesel_S3_2026,Use,27,Unknown
2031,Diesel_S3_2027,Use,5,Unknown
2031,Diesel_S3_2028,Use,3,Unknown
2031,Diesel_S3_2029,Use,23,Unknown
2031,Diesel_S3_2030,Use,44,Unknown
2031,Diesel_S3_2031,Use,23,Unknown
2031,LNG_S1_2023,Use,79,Unknown
2031,LNG_S1_2024,Use,4,Unknown
2031,LNG_S1_2025,Use,4,Unknown
2031,LNG_S1_2026,Use,6,Unknown
2031,LNG_S1_2027,Use,37,Unknown
2031,LNG_S1_2028,Use,41,Unknown
2031,LNG_S1_2029,Use,55,Unknown
2031,LNG_S1_2030,Use,40,Unknown
2031,LNG_S1_2031,Use,28,Unknown
2031,LNG_S2_2023,Use,6,Unknown
2031,LNG_S2_2024,Use,25,Unknown
2031,LNG_S2_2025,Use,9,Unknown
2031,LNG_S2_2026,Use,3,Unknown
2031,LNG_S2_2027,Use,3,Unknown
2031,LNG_S2_2028,Use,17,Unknown
2031,LNG_S2_2029,Use,5,Unknown
2031,LNG_S2_2030,Use,7,Unknown
2031,LNG_S2_2031,Use,10,Unknown
2031,LNG_S4_2023,Use,4,Unknown
2031,LNG_S4_2024,Use,56,Unknown
2031,LNG_S4_2025,Use,28,Unknown
2031,LNG_S4_2026,Use,10,Unknown
2031,LNG_S4_2027,Use,7,Unknown
2031,LNG_S4_2029,Use,69,Unknown
2031,LNG_S4_2030,Use,19,Unknown
2031,LNG_S4_2031,Use,3,Unknown
2031,LNG_S3_2023,Use,24,Unknown
2031,LNG_S3_2024,Use,46,Unknown
2031,LNG_S3_2025,Use,49,Unknown
2031,LNG_S3_2026,Use,23,Unknown
2031,LNG_S3_2027,Use,12,Unknown
2031,LNG_S3_2028,Use,39,Unknown
2031,LNG_S3_2029,Use,69,Unknown
2031,LNG_S3_2030,Use,29,Unknown
2031,LNG_S3_2031,Use,28,Unknown
2032,BEV_S1_2023,Use,1,Unknown
2032,BEV_S1_2024,Use,39,Unknown
2032,BEV_S1_2025,Use,20,Unknown
2032,BEV_S1_2026,Use,42,Unknown
2032,BEV_S1_2027,Use,9,Unknown
2032,BEV_S1_2028,Use,65,Unknown
2032,BEV_S1_2029,Use,24,Unknown
2032,BEV_S1_2030,Use,48,Unknown
2032,BEV_S1_2031,Use,43,Unknown
2032,BEV_S1_2032,Use,24,Unknown
2032,BEV_S2_2023,Use,8,Unknown
2032,BEV_S2_2024,Use,48,Unknown
2032,BEV_S2_2025,Use,24,Unknown
2032,BEV_S2_2026,Use,99,Unknown
2032,BEV_S2_2027,Use,16,Unknown
2032,BEV_S2_2028,Use,97,Unknown
2032,BEV_S2_2029,Use,58,Unknown
2032,BEV_S2_2030,Use,72,Unknown
2032,BEV_S2_2031,Use,90,Unknown
2032,BEV_S2_2032,Use,15,Unknown
2032,BEV_S4_2023,Use,27,Unknown
2032,BEV_S4_2024,Use,28,Unknown
2032,BEV_S4_2026,Use,67,Unknown
2032,BEV_S4_2027,Use,33,Unknown
2032,BEV_S4_2028,Use,19,Unknown
2032,BEV_S4_2029,Use,23,Unknown
2032,BEV_S4_2030,Use,28,Unknown
2032,BEV_S4_2031,Use,8,Unknown
2032,BEV_S4_2032,Use,67,Unknown
2032,BEV_S3_2023,Use,22,Unknown
2032,BEV_S3_2024,Use,27,Unknown
2032,BEV_S3_2025,Use,42,Unknown
2032,BEV_S3_2026,Use,50,Unknown
2032,BEV_S3_2027,Use,59,Unknown
2032,BEV_S3_2028,Use,27,Unknown
2032,BEV_S3_2029,Use,25,Unknown
2032,BEV_S3_2030,Use,11,Unknown
2032,BEV_S3_2031,Use,35,Unknown
2032,BEV_S3_2032,Use,27,Unknown
2032,Diesel_S1_2023,Use,53,Unknown
2032,Diesel_S1_2024,Use,42,Unknown
2032,Diesel_S1_2025,Use,30,Unknown
2032,Diesel_S1_2026,Use,53,Unknown
2032,Diesel_S1_2027,Use,6,Unknown
2032,Diesel_S1_2028,Use,46,Unknown
2032,Diesel_S1_2029,Use,13,Unknown
2032,Diesel_S1_2030,Use,29,Unknown
2032,Diesel_S1_2031,Use,51,Unknown
2032,Diesel_S1_2032,Use,37,Unknown
2032,Diesel_S2_2023,Use,12,Unknown
2032,Diesel_S2_2024,Use,28,Unknown
2032,Diesel_S2_2026,Use,27,Unknown
2032,Diesel_S2_2027,Use,12,Unknown
2032,Diesel_S2_2028,Use,14,Unknown
2032,Diesel_S2_2029,Use,16,Unknown
2032,Diesel_S2_2030,Use,8,Unknown
2032,Diesel_S2_2031,Use,37,Unknown
2032,Diesel_S2_2032,Use,79,Unknown
2032,Diesel_S4_2023,Use,13,Unknown
2032,Diesel_S4_2024,Use,76,Unknown
2032,Diesel_S4_2025,Use,20,Unknown
2032,Diesel_S4_2026,Use,4,Unknown
2032,Diesel_S4_2027,Use,22,Unknown
2032,Diesel_S4_2028,Use,27,Unknown
2032,Diesel_S4_2029,Use,11,Unknown
2032,Diesel_S4_2030,Use,2,Unknown
2032,Diesel_S4_2031,Use,45,Unknown
2032,Diesel_S4_2032,Use,3,Unknown
2032,Diesel_S3_2023,Use,68,Unknown
2032,Diesel_S3_2024,Use,14,Unknown
2032,Diesel_S3_2025,Use,15,Unknown
2032,Diesel_S3_2026,Use,27,Unknown
2032,Diesel_S3_2027,Use,5,Unknown
2032,Diesel_S3_2028,Use,3,Unknown
2032,Diesel_S3_2029,Use,23,Unknown
2032,Diesel_S3_2030,Use,44,Unknown
2032,Diesel_S3_2031,Use,23,Unknown
2032,Diesel_S3_2032,Use,20,Unknown
2032,LNG_S1_2023,Use,79,Unknown
2032,LNG_S1_2024,Use,4,Unknown
2032,LNG_S1_2025,Use,4,Unknown
2032,LNG_S1_2026,Use,6,Unknown
2032,LNG_S1_2027,Use,37,Unknown
2032,LNG_S1_2028,Use,41,Unknown
2032,LNG_S1_2029,Use,55,Unknown
2032,LNG_S1_2030,Use,40,Unknown
2032,LNG_S1_2031,Use,28,Unknown
2032,LNG_S1_2032,Use,47,Unknown
2032,LNG_S2_2023,Use,6,Unknown
2032,LNG_S2_2024,Use,25,Unknown
2032,LNG_S2_2025,Use,9,Unknown
2032,LNG_S2_2026,Use,3,Unknown
2032,LNG_S2_2027,Use,3,Unknown
2032,LNG_S2_2028,Use,17,Unknown
2032,LNG_S2_2029,Use,5,Unknown
2032,LNG_S2_2030,Use,7,Unknown
2032,LNG_S2_2031,Use,10,Unknown
2032,LNG_S2_2032,Use,5,Unknown
2032,LNG_S4_2023,Use,4,Unknown
2032,LNG_S4_2024,Use,56,Unknown
2032,LNG_S4_2025,Use,28,Unknown
2032,LNG_S4_2026,Use,10,Unknown
2032,LNG_S4_2027,Use,7,Unknown
2032,LNG_S4_2029,Use,69,Unknown
2032,LNG_S4_2030,Use,19,Unknown
2032,LNG_S4_2031,Use,3,Unknown
2032,LNG_S4_2032,Use,37,Unknown
2032,LNG_S3_2023,Use,24,Unknown
2032,LNG_S3_2024,Use,46,Unknown
2032,LNG_S3_2025,Use,49,Unknown
2032,LNG_S3_2026,Use,23,Unknown
2032,LNG_S3_2027,Use,12,Unknown
2032,LNG_S3_2028,Use,39,Unknown
2032,LNG_S3_2029,Use,69,Unknown
2032,LNG_S3_2030,Use,29,Unknown
2032,LNG_S3_2031,Use,28,Unknown
2032,LNG_S3_2032,Use,19,Unknown
2033,BEV_S1_2024,Use,39,Unknown
2033,BEV_S1_2025,Use,20,Unknown
2033,BEV_S1_2026,Use,42,Unknown
2033,BEV_S1_2027,Use,9,Unknown
2033,BEV_S1_2028,Use,65,Unknown
2033,BEV_S1_2029,Use,24,Unknown
2033,BEV_S1_2030,Use,48,Unknown
2033,BEV_S1_2031,Use,43,Unknown
2033,BEV_S1_2032,Use,24,Unknown
2033,BEV_S1_2033,Use,86,Unknown
2033,BEV_S2_2024,Use,48,Unknown
2033,BEV_S2_2025,Use,24,Unknown
2033,BEV_S2_2026,Use,99,Unknown
2033,BEV_S2_2027,Use,16,Unknown
2033,BEV_S2_2028,Use,97,Unknown
2033,BEV_S2_2029,Use,58,Unknown
2033,BEV_S2_2030,Use,72,Unknown
2033,BEV_S2_2031,Use,90,Unknown
2033,BEV_S2_2032,Use,15,Unknown
2033,BEV_S2_2033,Use,3,Unknown
2033,BEV_S4_2024,Use,28,Unknown
2033,BEV_S4_2026,Use,67,Unknown
2033,BEV_S4_2027,Use,33,Unknown
2033,BEV_S4_2028,Use,19,Unknown
2033,BEV_S4_2029,Use,23,Unknown
2033,BEV_S4_2030,Use,28,Unknown
2033,BEV_S4_2031,Use,8,Unknown
2033,BEV_S4_2032,Use,67,Unknown
2033,BEV_S4_2033,Use,13,Unknown
2033,BEV_S3_2024,Use,27,Unknown
2033,BEV_S3_2025,Use,42,Unknown
2033,BEV_S3_2026,Use,50,Unknown
2033,BEV_S3_2027,Use,59,Unknown
2033,BEV_S3_2028,Use,27,Unknown
2033,BEV_S3_2029,Use,25,Unknown
2033,BEV_S3_2030,Use,11,Unknown
2033,BEV_S3_2031,Use,35,Unknown
2033,BEV_S3_2032,Use,27,Unknown
2033,BEV_S3_2033,Use,22,Unknown
2033,Diesel_S1_2024,Use,42,Unknown
2033,Diesel_S1_2025,Use,30,Unknown
2033,Diesel_S1_2026,Use,53,Unknown
2033,Diesel_S1_2027,Use,6,Unknown
2033,Diesel_S1_2028,Use,46,Unknown
2033,Diesel_S1_2029,Use,13,Unknown
2033,Diesel_S1_2030,Use,29,Unknown
2033,Diesel_S1_2031,Use,51,Unknown
2033,Diesel_S1_2032,Use,37,Unknown
2033,Diesel_S1_2033,Use,14,Unknown
2033,Diesel_S2_2024,Use,28,Unknown
2033,Diesel_S2_2026,Use,27,Unknown
2033,Diesel_S2_2027,Use,12,Unknown
2033,Diesel_S2_2028,Use,14,Unknown
2033,Diesel_S2_2029,Use,16,Unknown
2033,Diesel_S2_2030,Use,8,Unknown
2033,Diesel_S2_2031,Use,37,Unknown
2033,Diesel_S2_2032,Use,79,Unknown
2033,Diesel_S2_2033,Use,36,Unknown
2033,Diesel_S4_2024,Use,76,Unknown
2033,Diesel_S4_2025,Use,20,Unknown
2033,Diesel_S4_2026,Use,4,Unknown
2033,Diesel_S4_2027,Use,22,Unknown
2033,Diesel_S4_2028,Use,27,Unknown
2033,Diesel_S4_2029,Use,11,Unknown
2033,Diesel_S4_2030,Use,2,Unknown
2033,Diesel_S4_2031,Use,45,Unknown
2033,Diesel_S4_2032,Use,3,Unknown
2033,Diesel_S4_2033,Use,25,Unknown
2033,Diesel_S3_2024,Use,14,Unknown
2033,Diesel_S3_2025,Use,15,Unknown
2033,Diesel_S3_2026,Use,27,Unknown
2033,Diesel_S3_2027,Use,5,Unknown
2033,Diesel_S3_2028,Use,3,Unknown
2033,Diesel_S3_2029,Use,23,Unknown
2033,Diesel_S3_2030,Use,44,Unknown
2033,Diesel_S3_2031,Use,23,Unknown
2033,Diesel_S3_2032,Use,20,Unknown
2033,Diesel_S3_2033,Use,3,Unknown
2033,LNG_S1_2024,Use,4,Unknown
2033,LNG_S1_2025,Use,4,Unknown
2033,LNG_S1_2026,Use,6,Unknown
2033,LNG_S1_2027,Use,37,Unknown
2033,LNG_S1_2028,Use,41,Unknown
2033,LNG_S1_2029,Use,55,Unknown
2033,LNG_S1_2030,Use,40,Unknown
2033,LNG_S1_2031,Use,28,Unknown
2033,LNG_S1_2032,Use,47,Unknown
2033,LNG_S1_2033,Use,46,Unknown
2033,LNG_S2_2024,Use,25,Unknown
2033,LNG_S2_2025,Use,9,Unknown
2033,LNG_S2_2026,Use,3,Unknown
2033,LNG_S2_2027,Use,3,Unknown
2033,LNG_S2_2028,Use,17,Unknown
2033,LNG_S2_2029,Use,5,Unknown
2033,LNG_S2_2030,Use,7,Unknown
2033,LNG_S2_2031,Use,10,Unknown
2033,LNG_S2_2032,Use,5,Unknown
2033,LNG_S2_2033,Use,18,Unknown
2033,LNG_S4_2024,Use,56,Unknown
2033,LNG_S4_2025,Use,28,Unknown
2033,LNG_S4_2026,Use,10,Unknown
2033,LNG_S4_2027,Use,7,Unknown
2033,LNG_S4_2029,Use,69,Unknown
2033,LNG_S4_2030,Use,19,Unknown
2033,LNG_S4_2031,Use,3,Unknown
2033,LNG_S4_2032,Use,37,Unknown
2033,LNG_S4_2033,Use,11,Unknown
2033,LNG_S3_2024,Use,46,Unknown
2033,LNG_S3_2025,Use,49,Unknown
2033,LNG_S3_2026,Use,23,Unknown
2033,LNG_S3_2027,Use,12,Unknown
2033,LNG_S3_2028,Use,39,Unknown
2033,LNG_S3_2029,Use,69,Unknown
2033,LNG_S3_2030,Use,29,Unknown
2033,LNG_S3_2031,Use,28,Unknown
2033,LNG_S3_2032,Use,19,Unknown
2033,LNG_S3_2033,Use,82,Unknown
2034,BEV_S1_2025,Use,20,Unknown
2034,BEV_S1_2026,Use,42,Unknown
2034,BEV_S1_2027,Use,9,Unknown
2034,BEV_S1_2028,Use,65,Unknown
2034,BEV_S1_2029,Use,24,Unknown
2034,BEV_S1_2030,Use,48,Unknown
2034,BEV_S1_2031,Use,43,Unknown
2034,BEV_S1_2032,Use,24,Unknown
2034,BEV_S1_2033,Use,86,Unknown
2034,BEV_S1_2034,Use,50,Unknown
2034,BEV_S2_2025,Use,24,Unknown
2034,BEV_S2_2026,Use,99,Unknown
2034,BEV_S2_2027,Use,16,Unknown
2034,BEV_S2_2028,Use,97,Unknown
2034,BEV_S2_2029,Use,58,Unknown
2034,BEV_S2_2030,Use,72,Unknown
2034,BEV_S2_2031,Use,90,Unknown
2034,BEV_S2_2032,Use,15,Unknown
2034,BEV_S2_2033,Use,3,Unknown
2034,BEV_S2_2034,Use,1,Unknown
2034,BEV_S4_2026,Use,67,Unknown
2034,BEV_S4_2027,Use,33,Unknown
2034,BEV_S4_2028,Use,19,Unknown
2034,BEV_S4_2029,Use,23,Unknown
2034,BEV_S4_2030,Use,28,Unknown
2034,BEV_S4_2031,Use,8,Unknown
2034,BEV_S4_2032,Use,67,Unknown
2034,BEV_S4_2033,Use,13,Unknown
2034,BEV_S4_2034,Use,18,Unknown
2034,BEV_S3_2025,Use,42,Unknown
2034,BEV_S3_2026,Use,50,Unknown
2034,BEV_S3_2027,Use,59,Unknown
2034,BEV_S3_2028,Use,27,Unknown
2034,BEV_S3_2029,Use,25,Unknown
2034,BEV_S3_2030,Use,11,Unknown
2034,BEV_S3_2031,Use,35,Unknown
2034,BEV_S3_2032,Use,27,Unknown
2034,BEV_S3_2033,Use,22,Unknown
2034,BEV_S3_2034,Use,43,Unknown
2034,Diesel_S1_2025,Use,30,Unknown
2034,Diesel_S1_2026,Use,53,Unknown
2034,Diesel_S1_2027,Use,6,Unknown
2034,Diesel_S1_2028,Use,46,Unknown
2034,Diesel_S1_2029,Use,13,Unknown
2034,Diesel_S1_2030,Use,29,Unknown
2034,Diesel_S1_2031,Use,51,Unknown
2034,Diesel_S1_2032,Use,37,Unknown
2034,Diesel_S1_2033,Use,14,Unknown
2034,Diesel_S1_2034,Use,23,Unknown
2034,Diesel_S2_2026,Use,27,Unknown
2034,Diesel_S2_2027,Use,12,Unknown
2034,Diesel_S2_2028,Use,14,Unknown
2034,Diesel_S2_2029,Use,16,Unknown
2034,Diesel_S2_2030,Use,8,Unknown
2034,Diesel_S2_2031,Use,37,Unknown
2034,Diesel_S2_2032,Use,79,Unknown
2034,Diesel_S2_2033,Use,36,Unknown
2034,Diesel_S2_2034,Use,45,Unknown
2034,Diesel_S4_2025,Use,20,Unknown
2034,Diesel_S4_2026,Use,4,Unknown
2034,Diesel_S4_2027,Use,22,Unknown
2034,Diesel_S4_2028,Use,27,Unknown
2034,Diesel_S4_2029,Use,11,Unknown
2034,Diesel_S4_2030,Use,2,Unknown
2034,Diesel_S4_2031,Use,45,Unknown
2034,Diesel_S4_2032,Use,3,Unknown
2034,Diesel_S4_2033,Use,25,Unknown
2034,Diesel_S4_2034,Use,50,Unknown
2034,Diesel_S3_2025,Use,15,Unknown
2034,Diesel_S3_2026,Use,27,Unknown
2034,Diesel_S3_2027,Use,5,Unknown
2034,Diesel_S3_2028,Use,3,Unknown
2034,Diesel_S3_2029,Use,23,Unknown
2034,Diesel_S3_2030,Use,44,Unknown
2034,Diesel_S3_2031,Use,23,Unknown
2034,Diesel_S3_2032,Use,20,Unknown
2034,Diesel_S3_2033,Use,3,Unknown
2034,Diesel_S3_2034,Use,3,Unknown
2034,LNG_S1_2025,Use,4,Unknown
2034,LNG_S1_2026,Use,6,Unknown
2034,LNG_S1_2027,Use,37,Unknown
2034,LNG_S1_2028,Use,41,Unknown
2034,LNG_S1_2029,Use,55,Unknown
2034,LNG_S1_2030,Use,40,Unknown
2034,LNG_S1_2031,Use,28,Unknown
2034,LNG_S1_2032,Use,47,Unknown
2034,LNG_S1_2033,Use,46,Unknown
2034,LNG_S1_2034,Use,14,Unknown
2034,LNG_S2_2025,Use,9,Unknown
2034,LNG_S2_2026,Use,3,Unknown
2034,LNG_S2_2027,Use,3,Unknown
2034,LNG_S2_2028,Use,17,Unknown
2034,LNG_S2_2029,Use,5,Unknown
2034,LNG_S2_2030,Use,7,Unknown
2034,LNG_S2_2031,Use,10,Unknown
2034,LNG_S2_2032,Use,5,Unknown
2034,LNG_S2_2033,Use,18,Unknown
2034,LNG_S2_2034,Use,10,Unknown
2034,LNG_S4_2025,Use,28,Unknown
2034,LNG_S4_2026,Use,10,Unknown
2034,LNG_S4_2027,Use,7,Unknown
2034,LNG_S4_2029,Use,69,Unknown
2034,LNG_S4_2030,Use,19,Unknown
2034,LNG_S4_2031,Use,3,Unknown
2034,LNG_S4_2032,Use,37,Unknown
2034,LNG_S4_2033,Use,11,Unknown
2034,LNG_S4_2034,Use,9,Unknown
2034,LNG_S3_2025,Use,49,Unknown
2034,LNG_S3_2026,Use,23,Unknown
2034,LNG_S3_2027,Use,12,Unknown
2034,LNG_S3_2028,Use,39,Unknown
2034,LNG_S3_2029,Use,69,Unknown
2034,LNG_S3_2030,Use,29,Unknown
2034,LNG_S3_2031,Use,28,Unknown
2034,LNG_S3_2032,Use,19,Unknown
2034,LNG_S3_2033,Use,82,Unknown
2034,LNG_S3_2034,Use,93,Unknown
2035,BEV_S1_2026,Use,42,Unknown
2035,BEV_S1_2027,Use,9,Unknown
2035,BEV_S1_2028,Use,65,Unknown
2035,BEV_S1_2029,Use,24,Unknown
2035,BEV_S1_2030,Use,48,Unknown
2035,BEV_S1_2031,Use,43,Unknown
2035,BEV_S1_2032,Use,24,Unknown
2035,BEV_S1_2033,Use,86,Unknown
2035,BEV_S1_2034,Use,50,Unknown
2035,BEV_S1_2035,Use,85,Unknown
2035,BEV_S2_2026,Use,99,Unknown
2035,BEV_S2_2027,Use,16,Unknown
2035,BEV_S2_2028,Use,97,Unknown
2035,BEV_S2_2029,Use,58,Unknown
2035,BEV_S2_2030,Use,72,Unknown
2035,BEV_S2_2031,Use,90,Unknown
2035,BEV_S2_2032,Use,15,Unknown
2035,BEV_S2_2033,Use,3,Unknown
2035,BEV_S2_2034,Use,1,Unknown
2035,BEV_S2_2035,Use,93,Unknown
2035,BEV_S4_2026,Use,67,Unknown
2035,BEV_S4_2027,Use,33,Unknown
2035,BEV_S4_2028,Use,19,Unknown
2035,BEV_S4_2029,Use,23,Unknown
2035,BEV_S4_2030,Use,28,Unknown
2035,BEV_S4_2031,Use,8,Unknown
2035,BEV_S4_2032,Use,67,Unknown
2035,BEV_S4_2033,Use,13,Unknown
2035,BEV_S4_2034,Use,18,Unknown
2035,BEV_S4_2035,Use,2,Unknown
2035,BEV_S3_2026,Use,50,Unknown
2035,BEV_S3_2027,Use,59,Unknown
2035,BEV_S3_2028,Use,27,Unknown
2035,BEV_S3_2029,Use,25,Unknown
2035,BEV_S3_2030,Use,11,Unknown
2035,BEV_S3_2031,Use,35,Unknown
2035,BEV_S3_2032,Use,27,Unknown
2035,BEV_S3_2033,Use,22,Unknown
2035,BEV_S3_2034,Use,43,Unknown
2035,BEV_S3_2035,Use,74,Unknown
2035,Diesel_S1_2026,Use,53,Unknown
2035,Diesel_S1_2027,Use,6,Unknown
2035,Diesel_S1_2028,Use,46,Unknown
2035,Diesel_S1_2029,Use,13,Unknown
2035,Diesel_S1_2030,Use,29,Unknown
2035,Diesel_S1_2031,Use,51,Unknown
2035,Diesel_S1_2032,Use,37,Unknown
2035,Diesel_S1_2033,Use,14,Unknown
2035,Diesel_S1_2034,Use,23,Unknown
2035,Diesel_S1_2035,Use,15,Unknown
2035,Diesel_S2_2026,Use,27,Unknown
2035,Diesel_S2_2027,Use,12,Unknown
2035,Diesel_S2_2028,Use,14,Unknown
2035,Diesel_S2_2029,Use,16,Unknown
2035,Diesel_S2_2030,Use,8,Unknown
2035,Diesel_S2_2031,Use,37,Unknown
2035,Diesel_S2_2032,Use,79,Unknown
2035,Diesel_S2_2033,Use,36,Unknown
2035,Diesel_S2_2034,Use,45,Unknown
2035,Diesel_S2_2035,Use,22,Unknown
2035,Diesel_S4_2026,Use,4,Unknown
2035,Diesel_S4_2027,Use,22,Unknown
2035,Diesel_S4_2028,Use,27,Unknown
2035,Diesel_S4_2029,Use,11,Unknown
2035,Diesel_S4_2030,Use,2,Unknown
2035,Diesel_S4_2031,Use,45,Unknown
2035,Diesel_S4_2032,Use,3,Unknown
2035,Diesel_S4_2033,Use,25,Unknown
2035,Diesel_S4_2034,Use,50,Unknown
2035,Diesel_S4_2035,Use,28,Unknown
2035,Diesel_S3_2026,Use,27,Unknown
2035,Diesel_S3_2027,Use,5,Unknown
2035,Diesel_S3_2028,Use,3,Unknown
2035,Diesel_S3_2029,Use,23,Unknown
2035,Diesel_S3_2030,Use,44,Unknown
2035,Diesel_S3_2031,Use,23,Unknown
2035,Diesel_S3_2032,Use,20,Unknown
2035,Diesel_S3_2033,Use,3,Unknown
2035,Diesel_S3_2034,Use,3,Unknown
2035,Diesel_S3_2035,Use,7,Unknown
2035,LNG_S1_2026,Use,6,Unknown
2035,LNG_S1_2027,Use,37,Unknown
2035,LNG_S1_2028,Use,41,Unknown
2035,LNG_S1_2029,Use,55,Unknown
2035,LNG_S1_2030,Use,40,Unknown
2035,LNG_S1_2031,Use,28,Unknown
2035,LNG_S1_2032,Use,47,Unknown
2035,LNG_S1_2033,Use,46,Unknown
2035,LNG_S1_2034,Use,14,Unknown
2035,LNG_S1_2035,Use,33,Unknown
2035,LNG_S2_2026,Use,3,Unknown
2035,LNG_S2_2027,Use,3,Unknown
2035,LNG_S2_2028,Use,17,Unknown
2035,LNG_S2_2029,Use,5,Unknown
2035,LNG_S2_2030,Use,7,Unknown
2035,LNG_S2_2031,Use,10,Unknown
2035,LNG_S2_2032,Use,5,Unknown
2035,LNG_S2_2033,Use,18,Unknown
2035,LNG_S2_2034,Use,10,Unknown
2035,LNG_S2_2035,Use,54,Unknown
2035,LNG_S4_2026,Use,10,Unknown
2035,LNG_S4_2027,Use,7,Unknown
2035,LNG_S4_2029,Use,69,Unknown
2035,LNG_S4_2030,Use,19,Unknown
2035,LNG_S4_2031,Use,3,Unknown
2035,LNG_S4_2032,Use,37,Unknown
2035,LNG_S4_2033,Use,11,Unknown
2035,LNG_S4_2034,Use,9,Unknown
2035,LNG_S4_2035,Use,52,Unknown
2035,LNG_S3_2026,Use,23,Unknown
2035,LNG_S3_2027,Use,12,Unknown
2035,LNG_S3_2028,Use,39,Unknown
2035,LNG_S3_2029,Use,69,Unknown
2035,LNG_S3_2030,Use,29,Unknown
2035,LNG_S3_2031,Use,28,Unknown
2035,LNG_S3_2032,Use,19,Unknown
2035,LNG_S3_2033,Use,82,Unknown
2035,LNG_S3_2034,Use,93,Unknown
2035,LNG_S3_2035,Use,3,Unknown
2036,BEV_S1_2027,Use,9,Unknown
2036,BEV_S1_2028,Use,65,Unknown
2036,BEV_S1_2029,Use,24,Unknown
2036,BEV_S1_2030,Use,48,Unknown
2036,BEV_S1_2031,Use,43,Unknown
2036,BEV_S1_2032,Use,24,Unknown
2036,BEV_S1_2033,Use,86,Unknown
