Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance,Year
Diesel_S1_2027,2027,S1,D2,3023153,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.6798821172799999,4783.400000000001,956.68,0.29617193848,101408.37617193848,0.2049469822632994,5.0,D2,2027
Diesel_S1_2027,2027,S1,D2,3023153,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.108747953984,4783.400000000001,956.68,0.38746130792,101408.46746130793,0.8460025271221657,2.0,D2,2027
LNG_S1_2027,2027,S1,D2,3023153,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.40267576335,5627.5,1125.5,0.1600512215599999,119303.16005122157,0.4275585465894095,4.0,D2,2027
LNG_S1_2027,2027,S1,D2,3023153,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.060348532013,5627.5,1125.5,0.16945282354,119303.16945282354,0.8878142848788404,1.0,D2,2027
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.6798821172799999,4783.400000000001,956.68,0.29617193848,101408.37617193848,0.0944825735924005,4.0,D3,2027
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.108747953984,4783.400000000001,956.68,0.38746130792,101408.46746130793,0.9223347811098948,1.0,D3,2027
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.40267576335,5627.5,1125.5,0.1600512215599999,119303.16005122157,0.4431164962782112,3.0,D3,2027
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.060348532013,5627.5,1125.5,0.16945282354,119303.16945282354,0.9055174264075996,2.0,D3,2027
Diesel_S1_2027,2027,S1,D4,467174,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.6798821172799999,4783.400000000001,956.68,0.29617193848,101408.37617193848,0.0944825735924005,4.0,D4,2027
Diesel_S1_2027,2027,S1,D4,467174,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.108747953984,4783.400000000001,956.68,0.38746130792,101408.46746130793,0.9223347811098948,1.0,D4,2027
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.40267576335,5627.5,1125.5,0.1600512215599999,119303.16005122157,0.4431164962782112,3.0,D4,2027
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.060348532013,5627.5,1125.5,0.16945282354,119303.16945282354,0.9055174264075996,2.0,D4,2027
BEV_S2_2027,2027,S2,D1,1114957,BEV_S2_2027,BEV,2027,221545,106000,D2,Electricity,0.0,11077.25,2215.4500000000003,0.1391896370699999,234837.83918963707,0.7391286278023089,3.0,D1,2027
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.68243073016,5852.6,1170.52,0.29728217156,124075.41728217156,0.260871372197691,5.0,D1,2027
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.109155607648,5852.6,1170.52,0.38891374924,124075.50891374925,0.8506709750199138,2.0,D1,2027
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.40391388597,7484.6,1496.92,0.1605433371919999,158673.6805433372,0.440931212887506,4.0,D1,2027
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,BioLNG,0.060993392069,7484.6,1496.92,0.17126352802,158673.69126352802,0.8691134011115497,1.0,D1,2027
BEV_S2_2027,2027,S2,D2,1480077,BEV_S2_2027,BEV,2027,221545,106000,D2,Electricity,0.0,11077.25,2215.4500000000003,0.1391896370699999,234837.83918963707,0.7391286278023089,3.0,D2,2027
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.68243073016,5852.6,1170.52,0.29728217156,124075.41728217156,0.260871372197691,5.0,D2,2027
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.109155607648,5852.6,1170.52,0.38891374924,124075.50891374925,0.8506709750199138,2.0,D2,2027
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.40391388597,7484.6,1496.92,0.1605433371919999,158673.6805433372,0.440931212887506,4.0,D2,2027
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,BioLNG,0.060993392069,7484.6,1496.92,0.17126352802,158673.69126352802,0.8691134011115497,1.0,D2,2027
Diesel_S2_2027,2027,S2,D3,862851,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.68243073016,5852.6,1170.52,0.29728217156,124075.41728217156,0.1356250557377513,4.0,D3,2027
Diesel_S2_2027,2027,S2,D3,862851,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.109155607648,5852.6,1170.52,0.38891374924,124075.50891374925,0.9235120359801232,1.0,D3,2027
LNG_S2_2027,2027,S2,D3,862851,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.40391388597,7484.6,1496.92,0.1605433371919999,158673.6805433372,0.4385880819344249,3.0,D3,2027
LNG_S2_2027,2027,S2,D3,862851,LNG_S2_2027,LNG,2027,149692,106000,D4,BioLNG,0.060993392069,7484.6,1496.92,0.17126352802,158673.69126352802,0.8643749442622487,2.0,D3,2027
Diesel_S2_2027,2027,S2,D4,146448,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.68243073016,5852.6,1170.52,0.29728217156,124075.41728217156,0.1356250557377513,4.0,D4,2027
Diesel_S2_2027,2027,S2,D4,146448,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.109155607648,5852.6,1170.52,0.38891374924,124075.50891374925,0.9235120359801232,1.0,D4,2027
LNG_S2_2027,2027,S2,D4,146448,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.40391388597,7484.6,1496.92,0.1605433371919999,158673.6805433372,0.4385880819344249,3.0,D4,2027
LNG_S2_2027,2027,S2,D4,146448,LNG_S2_2027,LNG,2027,149692,106000,D4,BioLNG,0.060993392069,7484.6,1496.92,0.17126352802,158673.69126352802,0.8643749442622487,2.0,D4,2027
BEV_S3_2027,2027,S3,D1,2381369,BEV_S3_2027,BEV,2027,251756,73000,D2,Electricity,0.0,12587.8,2517.56,0.1399919494679999,266861.4999919495,0.7395950210371669,3.0,D1,2027
Diesel_S3_2027,2027,S3,D1,2381369,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.68313190356,6650.700000000001,1330.14,0.29758761846,140995.13758761846,0.2604049789628331,5.0,D1,2027
Diesel_S3_2027,2027,S3,D1,2381369,Diesel_S3_2027,Diesel,2027,133014,73000,D4,HVO,0.109267761168,6650.700000000001,1330.14,0.38931334434,140995.22931334437,0.8506249377328106,2.0,D1,2027
LNG_S3_2027,2027,S3,D1,2381369,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.40049786091,8505.25,1701.05,0.159185572376,180311.4591855724,0.4455655629285427,4.0,D1,2027
LNG_S3_2027,2027,S3,D1,2381369,LNG_S3_2027,LNG,2027,170105,73000,D4,BioLNG,0.060790170326,8505.25,1701.05,0.17069290108,180311.4706929011,0.8695027891125955,1.0,D1,2027
BEV_S3_2027,2027,S3,D2,2591566,BEV_S3_2027,BEV,2027,251756,73000,D2,Electricity,0.0,12587.8,2517.56,0.1399919494679999,266861.4999919495,0.7395950210371669,3.0,D2,2027
Diesel_S3_2027,2027,S3,D2,2591566,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.68313190356,6650.700000000001,1330.14,0.29758761846,140995.13758761846,0.2604049789628331,5.0,D2,2027
Diesel_S3_2027,2027,S3,D2,2591566,Diesel_S3_2027,Diesel,2027,133014,73000,D4,HVO,0.109267761168,6650.700000000001,1330.14,0.38931334434,140995.22931334437,0.8506249377328106,2.0,D2,2027
LNG_S3_2027,2027,S3,D2,2591566,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.40049786091,8505.25,1701.05,0.159185572376,180311.4591855724,0.4455655629285427,4.0,D2,2027
LNG_S3_2027,2027,S3,D2,2591566,LNG_S3_2027,LNG,2027,170105,73000,D4,BioLNG,0.060790170326,8505.25,1701.05,0.17069290108,180311.4706929011,0.8695027891125955,1.0,D2,2027
Diesel_S3_2027,2027,S3,D3,1137494,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.68313190356,6650.700000000001,1330.14,0.29758761846,140995.13758761846,0.1352918774959974,4.0,D3,2027
Diesel_S3_2027,2027,S3,D3,1137494,Diesel_S3_2027,Diesel,2027,133014,73000,D4,HVO,0.109267761168,6650.700000000001,1330.14,0.38931334434,140995.22931334437,0.923117817815576,1.0,D3,2027
LNG_S3_2027,2027,S3,D3,1137494,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.40049786091,8505.25,1701.05,0.159185572376,180311.4591855724,0.4443783334667609,3.0,D3,2027
LNG_S3_2027,2027,S3,D3,1137494,LNG_S3_2027,LNG,2027,170105,73000,D4,BioLNG,0.060790170326,8505.25,1701.05,0.17069290108,180311.4706929011,0.8647081225040026,2.0,D3,2027
Diesel_S3_2027,2027,S3,D4,224937,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.68313190356,6650.700000000001,1330.14,0.29758761846,140995.13758761846,0.1352918774959974,4.0,D4,2027
Diesel_S3_2027,2027,S3,D4,224937,Diesel_S3_2027,Diesel,2027,133014,73000,D4,HVO,0.109267761168,6650.700000000001,1330.14,0.38931334434,140995.22931334437,0.923117817815576,1.0,D4,2027
LNG_S3_2027,2027,S3,D4,224937,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.40049786091,8505.25,1701.05,0.159185572376,180311.4591855724,0.4443783334667609,3.0,D4,2027
LNG_S3_2027,2027,S3,D4,224937,LNG_S3_2027,LNG,2027,170105,73000,D4,BioLNG,0.060790170326,8505.25,1701.05,0.17069290108,180311.4706929011,0.8647081225040026,2.0,D4,2027
BEV_S4_2027,2027,S4,D1,16532,BEV_S4_2027,BEV,2027,322248,118000,D2,Electricity,0.0,16112.4,3222.48,0.1394922551039999,341583.0194922551,0.738228280182502,3.0,D1,2027
Diesel_S4_2027,2027,S4,D1,16532,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.67016019566,8512.9,1702.58,0.29193685081,180473.7719368508,0.2617717198174981,5.0,D1,2027
Diesel_S4_2027,2027,S4,D1,16532,Diesel_S4_2027,Diesel,2027,170258,118000,D4,HVO,0.107192921048,8512.9,1702.58,0.38192083499,180473.86192083496,0.8507602085898631,2.0,D1,2027
LNG_S4_2027,2027,S4,D1,16532,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.40381692456,10886.7,2177.34,0.160504798016,230798.200504798,0.4321578422465845,4.0,D1,2027
LNG_S4_2027,2027,S4,D1,16532,LNG_S4_2027,LNG,2027,217734,118000,D4,BioLNG,0.060634631897,10886.7,2177.34,0.1702561642599999,230798.21025616425,0.8681437343403788,1.0,D1,2027
BEV_S4_2027,2027,S4,D2,829347,BEV_S4_2027,BEV,2027,322248,118000,D2,Electricity,0.0,16112.4,3222.48,0.1394922551039999,341583.0194922551,0.738228280182502,3.0,D2,2027
Diesel_S4_2027,2027,S4,D2,829347,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.67016019566,8512.9,1702.58,0.29193685081,180473.7719368508,0.2617717198174981,5.0,D2,2027
Diesel_S4_2027,2027,S4,D2,829347,Diesel_S4_2027,Diesel,2027,170258,118000,D4,HVO,0.107192921048,8512.9,1702.58,0.38192083499,180473.86192083496,0.8507602085898631,2.0,D2,2027
LNG_S4_2027,2027,S4,D2,829347,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.40381692456,10886.7,2177.34,0.160504798016,230798.200504798,0.4321578422465845,4.0,D2,2027
LNG_S4_2027,2027,S4,D2,829347,LNG_S4_2027,LNG,2027,217734,118000,D4,BioLNG,0.060634631897,10886.7,2177.34,0.1702561642599999,230798.21025616425,0.8681437343403788,1.0,D2,2027
Diesel_S4_2027,2027,S4,D3,129765,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.67016019566,8512.9,1702.58,0.29193685081,180473.7719368508,0.1363142527697478,4.0,D3,2027
Diesel_S4_2027,2027,S4,D3,129765,Diesel_S4_2027,Diesel,2027,170258,118000,D4,HVO,0.107192921048,8512.9,1702.58,0.38192083499,180473.86192083496,0.9246246434556435,1.0,D3,2027
LNG_S4_2027,2027,S4,D3,129765,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.40381692456,10886.7,2177.34,0.160504798016,230798.200504798,0.4276861517163711,3.0,D3,2027
LNG_S4_2027,2027,S4,D3,129765,LNG_S4_2027,LNG,2027,217734,118000,D4,BioLNG,0.060634631897,10886.7,2177.34,0.1702561642599999,230798.21025616425,0.8636857472302522,2.0,D3,2027
Diesel_S4_2027,2027,S4,D4,2019,Diesel_S4_2027,Diesel,2027,170258,118000,D4,B20,0.67016019566,8512.9,1702.58,0.29193685081,180473.7719368508,0.1363142527697478,4.0,D4,2027
Diesel_S4_2027,2027,S4,D4,2019,Diesel_S4_2027,Diesel,2027,170258,118000,D4,HVO,0.107192921048,8512.9,1702.58,0.38192083499,180473.86192083496,0.9246246434556435,1.0,D4,2027
LNG_S4_2027,2027,S4,D4,2019,LNG_S4_2027,LNG,2027,217734,118000,D4,LNG,0.40381692456,10886.7,2177.34,0.160504798016,230798.200504798,0.4276861517163711,3.0,D4,2027
LNG_S4_2027,2027,S4,D4,2019,LNG_S4_2027,LNG,2027,217734,118000,D4,BioLNG,0.060634631897,10886.7,2177.34,0.1702561642599999,230798.21025616425,0.8636857472302522,2.0,D4,2027
BEV_S1_2028,2028,S1,D1,968137,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8278469612370857,3.0,D1,2028
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.1721530387629143,5.0,D1,2028
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8440043009666489,2.0,D1,2028
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748884,0.4328941981448281,4.0,D1,2028
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.8875768853305953,1.0,D1,2028
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8278469612370857,3.0,D2,2028
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.1721530387629143,5.0,D2,2028
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8440043009666489,2.0,D2,2028
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748884,0.4328941981448281,4.0,D2,2028
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.8875768853305953,1.0,D2,2028
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.093682859628157,4.0,D3,2028
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.9202454247535166,1.0,D3,2028
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748884,0.4599305518045265,3.0,D3,2028
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.906317140371843,2.0,D3,2028
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.093682859628157,4.0,D4,2028
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.9202454247535166,1.0,D4,2028
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748884,0.4599305518045265,3.0,D4,2028
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.906317140371843,2.0,D4,2028
BEV_S2_2028,2028,S2,D1,1142178,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,223096.21361685568,0.7686236706516044,3.0,D1,2028
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.2313763293483956,5.0,D1,2028
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.8479995075312294,2.0,D1,2028
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.4489826865628533,4.0,D1,2028
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8670915729823644,1.0,D1,2028
BEV_S2_2028,2028,S2,D2,1546703,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,223096.21361685568,0.7686236706516044,3.0,D2,2028
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.2313763293483956,5.0,D2,2028
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.8479995075312294,2.0,D2,2028
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.4489826865628533,4.0,D2,2028
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8670915729823644,1.0,D2,2028
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.1342191167366778,4.0,D3,2028
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.9219376094758776,1.0,D3,2028
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.4635454735791591,3.0,D3,2028
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8657808832633221,2.0,D3,2028
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.1342191167366778,4.0,D4,2028
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.9219376094758776,1.0,D4,2028
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.4635454735791591,3.0,D4,2028
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8657808832633221,2.0,D4,2028
BEV_S3_2028,2028,S3,D1,2448472,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.0,11958.4,2391.68,0.134387045632,253518.2143870456,0.7685345218891813,3.0,D1,2028
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.2314654781108187,5.0,D1,2028
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.8480068640163446,2.0,D1,2028
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4476915146667062,4.0,D1,2028
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8680228313586462,1.0,D1,2028
BEV_S3_2028,2028,S3,D2,2667924,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.0,11958.4,2391.68,0.134387045632,253518.2143870456,0.7685345218891813,3.0,D2,2028
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.2314654781108187,5.0,D2,2028
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.8480068640163446,2.0,D2,2028
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4476915146667062,4.0,D2,2028
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8680228313586462,1.0,D2,2028
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.1340770250032522,4.0,D3,2028
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.9203749564839404,1.0,D3,2028
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4612631809308768,3.0,D3,2028
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8659229749967478,2.0,D3,2028
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.1340770250032522,4.0,D4,2028
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.9203749564839404,1.0,D4,2028
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4612631809308768,3.0,D4,2028
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8659229749967478,2.0,D4,2028
BEV_S4_2028,2028,S4,D1,16863,BEV_S4_2028,BEV,2028,306135,118000,D2,Electricity,0.0,15306.75,3061.35,0.1339073576959999,324503.2339073577,0.767297809900863,3.0,D1,2028
Diesel_S4_2028,2028,S4,D1,16863,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.67016019566,8768.300000000001,1753.66,0.2981425670199999,185888.258142567,0.2327021900991369,5.0,D1,2028
Diesel_S4_2028,2028,S4,D1,16863,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.107192921048,8768.300000000001,1753.66,0.3778034752799999,185888.33780347527,0.8481093385362283,2.0,D1,2028
LNG_S4_2028,2028,S4,D1,16863,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.39224371011,11213.3,2242.66,0.154994001059,237722.11499400105,0.4334381146097619,4.0,D1,2028
LNG_S4_2028,2028,S4,D1,16863,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.059028158342,11213.3,2242.66,0.16477671898,237722.124776719,0.8664324865420121,1.0,D1,2028
BEV_S4_2028,2028,S4,D2,851953,BEV_S4_2028,BEV,2028,306135,118000,D2,Electricity,0.0,15306.75,3061.35,0.1339073576959999,324503.2339073577,0.767297809900863,3.0,D2,2028
Diesel_S4_2028,2028,S4,D2,851953,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.67016019566,8768.300000000001,1753.66,0.2981425670199999,185888.258142567,0.2327021900991369,5.0,D2,2028
Diesel_S4_2028,2028,S4,D2,851953,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.107192921048,8768.300000000001,1753.66,0.3778034752799999,185888.33780347527,0.8481093385362283,2.0,D2,2028
LNG_S4_2028,2028,S4,D2,851953,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.39224371011,11213.3,2242.66,0.154994001059,237722.11499400105,0.4334381146097619,4.0,D2,2028
LNG_S4_2028,2028,S4,D2,851953,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.059028158342,11213.3,2242.66,0.16477671898,237722.124776719,0.8664324865420121,1.0,D2,2028
