Unnamed: 0,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs,Total_Cost,Topsis_Score,Rank,Distance
181,Diesel_S3_2023,2025,S3,D3,1053662,Diesel_S3_2023,Diesel,118181,73000,D4,2025,HVO,7976.546565264,8272.67,5909.05,29042.29550412,43224.015504120005,0.6736990413283687,6.0,D3
182,Diesel_S3_2024,2025,S3,D3,1053662,Diesel_S3_2024,Diesel,121727,73000,D4,2025,B20,49868.62895988,7303.62,3651.81,20828.78715366,31784.21715366,0.18641578420070132,11.0,D3
183,Diesel_S3_2024,2025,S3,D3,1053662,Diesel_S3_2024,Diesel,121727,73000,D4,2025,HVO,7976.546565264,7303.62,3651.81,29042.29550412,39997.72550412,0.7076639185286275,5.0,D3
184,Diesel_S3_2025,2025,S3,D3,1053662,Diesel_S3_2025,Diesel,125379,73000,D4,2025,B20,49868.62895988,6268.950000000001,1253.79,20828.78715366,28351.52715366,0.2315949188877667,10.0,D3
185,Diesel_S3_2025,2025,S3,D3,1053662,Diesel_S3_2025,Diesel,125379,73000,D4,2025,HVO,7976.546565264,6268.950000000001,1253.79,29042.29550412,36565.03550412,0.7482857953677526,4.0,D3
186,LNG_S3_2023,2025,S3,D3,1053662,LNG_S3_2023,LNG,151136,73000,D4,2025,LNG,29914.03448901,10579.52,7556.8,12030.057610728,30166.377610728,0.4676806151173473,9.0,D3
187,LNG_S3_2023,2025,S3,D3,1053662,LNG_S3_2023,LNG,151136,73000,D4,2025,BioLNG,4549.567924148,10579.52,7556.8,12925.259970479998,31061.579970479997,0.8425954072500841,3.0,D3
188,LNG_S3_2024,2025,S3,D3,1053662,LNG_S3_2024,LNG,155670,73000,D4,2025,LNG,29914.03448901,9340.2,4670.099999999999,12030.057610728,26040.357610728,0.49847702850438524,8.0,D3
189,LNG_S3_2024,2025,S3,D3,1053662,LNG_S3_2024,LNG,155670,73000,D4,2025,BioLNG,4549.567924148,9340.2,4670.099999999999,12925.259970479998,26935.559970479997,0.9069774184650052,2.0,D3
190,LNG_S3_2025,2025,S3,D3,1053662,LNG_S3_2025,LNG,160340,73000,D4,2025,LNG,29914.03448901,8017.0,1603.4,12030.057610728,21650.457610728,0.5269205930539491,7.0,D3
191,LNG_S3_2025,2025,S3,D3,1053662,LNG_S3_2025,LNG,160340,73000,D4,2025,BioLNG,4549.567924148,8017.0,1603.4,12925.259970479998,22545.659970479996,0.9834150009503254,1.0,D3
192,Diesel_S3_2023,2025,S3,D4,218537,Diesel_S3_2023,Diesel,118181,73000,D4,2025,B20,49868.62895988,8272.67,5909.05,20828.78715366,35010.50715366,0.13946204532544754,12.0,D4
193,Diesel_S3_2023,2025,S3,D4,218537,Diesel_S3_2023,Diesel,118181,73000,D4,2025,HVO,7976.546565264,8272.67,5909.05,29042.29550412,43224.015504120005,0.6736990413283687,6.0,D4
194,Diesel_S3_2024,2025,S3,D4,218537,Diesel_S3_2024,Diesel,121727,73000,D4,2025,B20,49868.62895988,7303.62,3651.81,20828.78715366,31784.21715366,0.18641578420070132,11.0,D4
195,Diesel_S3_2024,2025,S3,D4,218537,Diesel_S3_2024,Diesel,121727,73000,D4,2025,HVO,7976.546565264,7303.62,3651.81,29042.29550412,39997.72550412,0.7076639185286275,5.0,D4
196,Diesel_S3_2025,2025,S3,D4,218537,Diesel_S3_2025,Diesel,125379,73000,D4,2025,B20,49868.62895988,6268.950000000001,1253.79,20828.78715366,28351.52715366,0.2315949188877667,10.0,D4
197,Diesel_S3_2025,2025,S3,D4,218537,Diesel_S3_2025,Diesel,125379,73000,D4,2025,HVO,7976.546565264,6268.950000000001,1253.79,29042.29550412,36565.03550412,0.7482857953677526,4.0,D4
198,LNG_S3_2023,2025,S3,D4,218537,LNG_S3_2023,LNG,151136,73000,D4,2025,LNG,29914.03448901,10579.52,7556.8,12030.057610728,30166.377610728,0.4676806151173473,9.0,D4
199,LNG_S3_2023,2025,S3,D4,218537,LNG_S3_2023,LNG,151136,73000,D4,2025,BioLNG,4549.567924148,10579.52,7556.8,12925.259970479998,31061.579970479997,0.8425954072500841,3.0,D4
200,LNG_S3_2024,2025,S3,D4,218537,LNG_S3_2024,LNG,155670,73000,D4,2025,LNG,29914.03448901,9340.2,4670.099999999999,12030.057610728,26040.357610728,0.49847702850438524,8.0,D4
201,LNG_S3_2024,2025,S3,D4,218537,LNG_S3_2024,LNG,155670,73000,D4,2025,BioLNG,4549.567924148,9340.2,4670.099999999999,12925.259970479998,26935.559970479997,0.9069774184650052,2.0,D4
202,LNG_S3_2025,2025,S3,D4,218537,LNG_S3_2025,LNG,160340,73000,D4,2025,LNG,29914.03448901,8017.0,1603.4,12030.057610728,21650.457610728,0.5269205930539491,7.0,D4
203,LNG_S3_2025,2025,S3,D4,218537,LNG_S3_2025,LNG,160340,73000,D4,2025,BioLNG,4549.567924148,8017.0,1603.4,12925.259970479998,22545.659970479996,0.9834150009503254,1.0,D4
102,BEV_S4_2023,2025,S4,D1,15615,BEV_S4_2023,BEV,395636,118000,D1,2025,Electricity,0.0,27694.520000000004,19781.800000000003,18783.848489184,66260.16848918401,0.7264459141758408,7.0,D1
103,BEV_S4_2024,2025,S4,D1,15615,BEV_S4_2024,BEV,375854,118000,D1,2025,Electricity,0.0,22551.24,11275.62,18783.848489184,52610.708489184006,0.8171190278616555,5.0,D1
104,BEV_S4_2025,2025,S4,D1,15615,BEV_S4_2025,BEV,357061,118000,D1,2025,Electricity,0.0,17853.05,3570.61,18783.848489184,40207.508489184,0.9205380445780794,1.0,D1
105,Diesel_S4_2023,2025,S4,D1,15615,Diesel_S4_2023,Diesel,151272,118000,D4,2025,B20,79078.90308788,10589.04,7563.6,33029.13424966,51181.77424966,0.13971632133144404,15.0,D1
106,Diesel_S4_2023,2025,S4,D1,15615,Diesel_S4_2023,Diesel,151272,118000,D4,2025,HVO,12648.764683664,10589.04,7563.6,46053.65977612,64206.29977612,0.6838957403640515,9.0,D1
107,Diesel_S4_2024,2025,S4,D1,15615,Diesel_S4_2024,Diesel,155810,118000,D4,2025,B20,79078.90308788,9348.6,4674.3,33029.13424966,47052.03424966,0.17259701177320044,14.0,D1
108,Diesel_S4_2024,2025,S4,D1,15615,Diesel_S4_2024,Diesel,155810,118000,D4,2025,HVO,12648.764683664,9348.6,4674.3,46053.65977612,60076.559776120004,0.7080561980691208,8.0,D1
109,Diesel_S4_2025,2025,S4,D1,15615,Diesel_S4_2025,Diesel,160485,118000,D4,2025,B20,79078.90308788,8024.25,1604.85,33029.13424966,42658.234249659996,0.20511005305060648,13.0,D1
110,Diesel_S4_2025,2025,S4,D1,15615,Diesel_S4_2025,Diesel,160485,118000,D4,2025,HVO,12648.764683664,8024.25,1604.85,46053.65977612,55682.75977612,0.73524908684161,6.0,D1
111,LNG_S4_2023,2025,S4,D1,15615,LNG_S4_2023,LNG,193454,118000,D4,2025,LNG,49073.243635080005,13541.78,9672.7,19735.015960224,42949.495960224,0.4201893703939809,12.0,D1
112,LNG_S4_2023,2025,S4,D1,15615,LNG_S4_2023,LNG,193454,118000,D4,2025,BioLNG,7416.792842576001,13541.78,9672.7,21071.00657376,44285.486573760005,0.8510740290888938,4.0,D1
113,LNG_S4_2024,2025,S4,D1,15615,LNG_S4_2024,LNG,199258,118000,D4,2025,LNG,49073.243635080005,11955.48,5977.74,19735.015960224,37668.235960224,0.44149011719686615,11.0,D1
114,LNG_S4_2024,2025,S4,D1,15615,LNG_S4_2024,LNG,199258,118000,D4,2025,BioLNG,7416.792842576001,11955.48,5977.74,21071.00657376,39004.22657376,0.8874469815570785,3.0,D1
115,LNG_S4_2025,2025,S4,D1,15615,LNG_S4_2025,LNG,205235,118000,D4,2025,LNG,49073.243635080005,10261.75,2052.35,19735.015960224,32049.115960224,0.46278341691185604,10.0,D1
116,LNG_S4_2025,2025,S4,D1,15615,LNG_S4_2025,LNG,205235,118000,D4,2025,BioLNG,7416.792842576001,10261.75,2052.35,21071.00657376,33385.10657376,0.9113349625704883,2.0,D1
117,Diesel_S4_2023,2025,S4,D2,791079,Diesel_S4_2023,Diesel,151272,118000,D4,2025,B20,79078.90308788,10589.04,7563.6,33029.13424966,51181.77424966,0.14994470165892118,12.0,D2
118,Diesel_S4_2023,2025,S4,D2,791079,Diesel_S4_2023,Diesel,151272,118000,D4,2025,HVO,12648.764683664,10589.04,7563.6,46053.65977612,64206.29977612,0.6698997070480227,6.0,D2
119,Diesel_S4_2024,2025,S4,D2,791079,Diesel_S4_2024,Diesel,155810,118000,D4,2025,B20,79078.90308788,9348.6,4674.3,33029.13424966,47052.03424966,0.19053715281364725,11.0,D2
120,Diesel_S4_2024,2025,S4,D2,791079,Diesel_S4_2024,Diesel,155810,118000,D4,2025,HVO,12648.764683664,9348.6,4674.3,46053.65977612,60076.559776120004,0.699118830408167,5.0,D2
121,Diesel_S4_2025,2025,S4,D2,791079,Diesel_S4_2025,Diesel,160485,118000,D4,2025,B20,79078.90308788,8024.25,1604.85,33029.13424966,42658.234249659996,0.23009475371793064,10.0,D2
122,Diesel_S4_2025,2025,S4,D2,791079,Diesel_S4_2025,Diesel,160485,118000,D4,2025,HVO,12648.764683664,8024.25,1604.85,46053.65977612,55682.75977612,0.7336422562066455,4.0,D2
123,LNG_S4_2023,2025,S4,D2,791079,LNG_S4_2023,LNG,193454,118000,D4,2025,LNG,49073.243635080005,13541.78,9672.7,19735.015960224,42949.495960224,0.46095008358930106,9.0,D2
124,LNG_S4_2023,2025,S4,D2,791079,LNG_S4_2023,LNG,193454,118000,D4,2025,BioLNG,7416.792842576001,13541.78,9672.7,21071.00657376,44285.486573760005,0.8581819416557385,3.0,D2
125,LNG_S4_2024,2025,S4,D2,791079,LNG_S4_2024,LNG,199258,118000,D4,2025,LNG,49073.243635080005,11955.48,5977.74,19735.015960224,37668.235960224,0.4884745773814153,8.0,D2
126,LNG_S4_2024,2025,S4,D2,791079,LNG_S4_2024,LNG,199258,118000,D4,2025,BioLNG,7416.792842576001,11955.48,5977.74,21071.00657376,39004.22657376,0.915790533159578,2.0,D2
127,LNG_S4_2025,2025,S4,D2,791079,LNG_S4_2025,LNG,205235,118000,D4,2025,LNG,49073.243635080005,10261.75,2052.35,19735.015960224,32049.115960224,0.5142265843518262,7.0,D2
128,LNG_S4_2025,2025,S4,D2,791079,LNG_S4_2025,LNG,205235,118000,D4,2025,BioLNG,7416.792842576001,10261.75,2052.35,21071.00657376,33385.10657376,0.9830944979725288,1.0,D2
129,Diesel_S4_2023,2025,S4,D3,123252,Diesel_S4_2023,Diesel,151272,118000,D4,2025,B20,79078.90308788,10589.04,7563.6,33029.13424966,51181.77424966,0.14994470165892118,12.0,D3
130,Diesel_S4_2023,2025,S4,D3,123252,Diesel_S4_2023,Diesel,151272,118000,D4,2025,HVO,12648.764683664,10589.04,7563.6,46053.65977612,64206.29977612,0.6698997070480227,6.0,D3
131,Diesel_S4_2024,2025,S4,D3,123252,Diesel_S4_2024,Diesel,155810,118000,D4,2025,B20,79078.90308788,9348.6,4674.3,33029.13424966,47052.03424966,0.19053715281364725,11.0,D3
132,Diesel_S4_2024,2025,S4,D3,123252,Diesel_S4_2024,Diesel,155810,118000,D4,2025,HVO,12648.764683664,9348.6,4674.3,46053.65977612,60076.559776120004,0.699118830408167,5.0,D3
133,Diesel_S4_2025,2025,S4,D3,123252,Diesel_S4_2025,Diesel,160485,118000,D4,2025,B20,79078.90308788,8024.25,1604.85,33029.13424966,42658.234249659996,0.23009475371793064,10.0,D3
134,Diesel_S4_2025,2025,S4,D3,123252,Diesel_S4_2025,Diesel,160485,118000,D4,2025,HVO,12648.764683664,8024.25,1604.85,46053.65977612,55682.75977612,0.7336422562066455,4.0,D3
135,LNG_S4_2023,2025,S4,D3,123252,LNG_S4_2023,LNG,193454,118000,D4,2025,LNG,49073.243635080005,13541.78,9672.7,19735.015960224,42949.495960224,0.46095008358930106,9.0,D3
136,LNG_S4_2023,2025,S4,D3,123252,LNG_S4_2023,LNG,193454,118000,D4,2025,BioLNG,7416.792842576001,13541.78,9672.7,21071.00657376,44285.486573760005,0.8581819416557385,3.0,D3
137,LNG_S4_2024,2025,S4,D3,123252,LNG_S4_2024,LNG,199258,118000,D4,2025,LNG,49073.243635080005,11955.48,5977.74,19735.015960224,37668.235960224,0.4884745773814153,8.0,D3
138,LNG_S4_2024,2025,S4,D3,123252,LNG_S4_2024,LNG,199258,118000,D4,2025,BioLNG,7416.792842576001,11955.48,5977.74,21071.00657376,39004.22657376,0.915790533159578,2.0,D3
139,LNG_S4_2025,2025,S4,D3,123252,LNG_S4_2025,LNG,205235,118000,D4,2025,LNG,49073.243635080005,10261.75,2052.35,19735.015960224,32049.115960224,0.5142265843518262,7.0,D3
140,LNG_S4_2025,2025,S4,D3,123252,LNG_S4_2025,LNG,205235,118000,D4,2025,BioLNG,7416.792842576001,10261.75,2052.35,21071.00657376,33385.10657376,0.9830944979725288,1.0,D3
141,Diesel_S4_2023,2025,S4,D4,1927,Diesel_S4_2023,Diesel,151272,118000,D4,2025,B20,79078.90308788,10589.04,7563.6,33029.13424966,51181.77424966,0.14994470165892118,12.0,D4
142,Diesel_S4_2023,2025,S4,D4,1927,Diesel_S4_2023,Diesel,151272,118000,D4,2025,HVO,12648.764683664,10589.04,7563.6,46053.65977612,64206.29977612,0.6698997070480227,6.0,D4
143,Diesel_S4_2024,2025,S4,D4,1927,Diesel_S4_2024,Diesel,155810,118000,D4,2025,B20,79078.90308788,9348.6,4674.3,33029.13424966,47052.03424966,0.19053715281364725,11.0,D4
144,Diesel_S4_2024,2025,S4,D4,1927,Diesel_S4_2024,Diesel,155810,118000,D4,2025,HVO,12648.764683664,9348.6,4674.3,46053.65977612,60076.559776120004,0.699118830408167,5.0,D4
145,Diesel_S4_2025,2025,S4,D4,1927,Diesel_S4_2025,Diesel,160485,118000,D4,2025,B20,79078.90308788,8024.25,1604.85,33029.13424966,42658.234249659996,0.23009475371793064,10.0,D4
146,Diesel_S4_2025,2025,S4,D4,1927,Diesel_S4_2025,Diesel,160485,118000,D4,2025,HVO,12648.764683664,8024.25,1604.85,46053.65977612,55682.75977612,0.7336422562066455,4.0,D4
147,LNG_S4_2023,2025,S4,D4,1927,LNG_S4_2023,LNG,193454,118000,D4,2025,LNG,49073.243635080005,13541.78,9672.7,19735.015960224,42949.495960224,0.46095008358930106,9.0,D4
148,LNG_S4_2023,2025,S4,D4,1927,LNG_S4_2023,LNG,193454,118000,D4,2025,BioLNG,7416.792842576001,13541.78,9672.7,21071.00657376,44285.486573760005,0.8581819416557385,3.0,D4
149,LNG_S4_2024,2025,S4,D4,1927,LNG_S4_2024,LNG,199258,118000,D4,2025,LNG,49073.243635080005,11955.48,5977.74,19735.015960224,37668.235960224,0.4884745773814153,8.0,D4
150,LNG_S4_2024,2025,S4,D4,1927,LNG_S4_2024,LNG,199258,118000,D4,2025,BioLNG,7416.792842576001,11955.48,5977.74,21071.00657376,39004.22657376,0.915790533159578,2.0,D4
151,LNG_S4_2025,2025,S4,D4,1927,LNG_S4_2025,LNG,205235,118000,D4,2025,LNG,49073.243635080005,10261.75,2052.35,19735.015960224,32049.115960224,0.5142265843518262,7.0,D4
152,LNG_S4_2025,2025,S4,D4,1927,LNG_S4_2025,LNG,205235,118000,D4,2025,BioLNG,7416.792842576001,10261.75,2052.35,21071.00657376,33385.10657376,0.9830944979725288,1.0,D4
